seed,geometry,sigma_theta_deg,nav_type,T_FP,v_FP,T_soft,v_at_soft,T_sustain,sustained,exit_count,time_in_sphere_frac,total_delta_v,peak_accel,control_energy,rmse_pos_x,rmse_pos_y,rmse_pos_z,rmse_dist,final_pos_err,final_vel_err,est_dist_bias,est_radial_vel_bias,nis_mean,nees_mean,nis_inlier_frac,nees_inlier_frac,are_fallback_count,P_eig_min,P_cond,wall_time_s
8,crosstrack,0.1,ukf,17560.0,0.00021261993739405286,18600.0,9.983650747436584e-05,20410.0,True,1,0.9570930544381872,0.06014887162832655,2.0575819246040305e-05,7.19450795384296e-07,94.86358076151787,25.328546213847215,238.02882843519566,257.48467405738114,2.6930811599671008e-06,3.4165054832888275e-09,-0.03847337346636093,-2.3453235358908087e-05,2.0095556479737127,7.710599400787964,0.9978118161925602,0.9990882567469,0,2.4013576903721902e-27,4775865021.690009,63.893037300003925
9,crosstrack,0.001,ukf,17510.0,0.000215921720520831,18600.0,9.904613526746485e-05,20470.0,True,1,0.952597750401714,0.059104780432754814,1.8448876204553263e-05,6.974108864896252e-07,0.6204662112391535,0.9099241490471407,22.248897582385187,22.276139340284573,4.5491648547797537e-08,2.9074815411001835e-11,-0.000654040144951774,1.4504294298925676e-06,2.0095707705565404,3.7594929516113056,0.9976294675419402,1.0,0,1.9991843453858085e-31,5013378242.695643,63.784359700017376
9,crosstrack,0.008,ukf,17510.0,0.00021590836412095995,18600.0,9.901463552766677e-05,20470.0,True,1,0.952597750401714,0.05909355876656983,1.849144010352571e-05,6.970845568493071e-07,2.650200308431669,1.6347300891026455,19.678195062943487,19.923033530923,3.727147137463087e-07,2.421131800717835e-10,-7.312585019599427e-07,1.987795228023991e-06,2.0096615924753913,3.7638090838482645,0.9976294675419402,1.0,2,1.2719791119746154e-29,5017217406.675333,52.4960697000206
9,crosstrack,0.1,ukf,17510.0,0.00021617069924351965,18600.0,9.902277948167544e-05,20490.0,True,1,0.9515265131226567,0.05900201575890629,1.9028871556137866e-05,6.957528813486318e-07,19.38151867961246,6.10188648637245,45.31780268153477,49.66467079225696,4.6037893150993936e-06,3.0061313401005823e-09,0.0035646437929317517,7.180310220700488e-06,2.0096961383235272,3.8432248584023094,0.9976294675419402,1.0,0,1.949366001701858e-27,4983419600.548967,52.41739519999828
0,radial,0.001,ukf,20490.0,5.3070538235150214e-05,20490.0,5.3070538235150214e-05,20490.0,True,0,1.0,0.10938347552142184,0.0001205490204024718,6.843270762015912e-06,22.543025524975373,0.3411527497227072,0.49918234837712727,22.551132300513554,2.3567412655188754e-08,2.8105132608749744e-11,0.0004299419187514389,2.382819716140488e-06,2.0219439763860683,5.069912890529652,0.9970824215900802,1.0,0,1.6960037640682267e-31,1238973073.563175,39.29294640000444
0,radial,0.008,ukf,20500.0,5.253913869672e-05,20500.0,5.253913869672e-05,20500.0,True,0,1.0,0.10904955500316654,0.00012061883723520749,6.864227085069728e-06,31.32370339940006,2.7923815825829315,1.7434641813009097,31.49621337411554,1.9301025224221828e-07,2.3153385659175798e-10,0.0019402192388193757,6.712459964049736e-06,2.022098167174628,5.1232410892330495,0.9972647702407003,1.0,0,1.0673412637891748e-29,1263789520.9673352,39.481397099996684
0,radial,0.1,ukf,20590.0,5.191266987020438e-05,20590.0,5.191266987020438e-05,20590.0,True,0,1.0,0.10905081853707974,0.00011891305464508927,6.936127830205297e-06,62.47901351063464,21.316582635545284,7.603404123432916,66.45175376755931,2.189113367341354e-06,2.6457905510751077e-09,0.005224259282938631,1.90259389075659e-05,2.022103533061055,5.062582711403076,0.9972647702407003,1.0,0,1.4712211775555756e-27,1316111154.7151651,39.17223820000072
1,radial,0.001,ukf,20500.0,5.299537178834681e-05,20500.0,5.299537178834681e-05,20500.0,True,0,1.0,0.10933609860359599,0.00012713339775979017,6.8499617836064904e-06,35.43805874315678,0.2764504037856457,0.6139025908823166,35.44445384965434,7.937357488334882e-09,9.526335457473588e-12,0.0015444485645612941,6.19396939815429e-08,2.0133360997472223,7.474254797294232,0.9983588621444202,0.9917943107221007,0,1.6545800441994457e-31,1261221987.9239564,39.12836309999693
1,radial,0.008,ukf,20510.0,5.282787012931324e-05,20510.0,5.282787012931324e-05,20510.0,True,0,1.0,0.10910119791852113,0.00012713339775979017,6.863836034629378e-06,43.76420784508001,2.019306286266592,1.928038248341279,43.85317340480829,6.034478492188318e-08,7.0139872503607e-11,0.0034901688061718446,1.1024333993654784e-06,2.0139705016800695,7.592296744694203,0.9983588621444202,0.9879649890590809,0,1.055120272069374e-29,1247454475.6622837,39.32563050001045
1,radial,0.1,ukf,20720.0,5.3415569232229545e-05,20720.0,5.3415569232229545e-05,20720.0,True,0,1.0,0.10882825281291812,0.00012713339775979017,6.987580641495721e-06,86.98435350393747,26.03002652235405,11.90231821301865,91.57240421708043,4.0781734120426475e-07,3.2368016007028523e-10,0.01614842243032307,1.6496976041559488e-05,2.0140100279243476,6.779328734007766,0.9981765134938001,0.9967177242888403,0,1.4219408596653824e-27,1018353250.1621926,39.26830299998983
2,radial,0.001,ukf,20490.0,5.2823759697546264e-05,20490.0,5.2823759697546264e-05,20490.0,True,0,1.0,0.10916182650581177,0.00012817127456790102,6.854755414174061e-06,49.23983326013646,0.2738301922570443,0.7338425481631671,49.24606265830525,2.319645409956531e-09,3.796186578711139e-12,0.0022606859776108353,8.207862412060216e-07,2.020558981224008,6.642952808896336,0.9974471188913202,0.99945295404814,0,1.6576955556134022e-31,1274524425.5567925,39.28597130000708
2,radial,0.008,ukf,20500.0,5.2470707196613645e-05,20500.0,5.2470707196613645e-05,20500.0,True,0,1.0,0.1089821083032891,0.00012817127456790102,6.867959385348882e-06,62.96013991316247,1.7432137837770907,1.9338562485292827,63.01394934592595,7.394688119506278e-09,1.2933196618968749e-11,0.0037415031810723682,1.8629650007854574e-07,2.0197930793291343,6.562963534134581,0.9974471188913202,0.99945295404814,0,1.0110703014744853e-29,1352154680.7057514,39.093165600002976
2,radial,0.1,ukf,20520.0,5.1319751495274945e-05,20520.0,5.1319751495274945e-05,20520.0,True,0,1.0,0.10873843369871877,0.00012817127456790102,6.921572340721265e-06,87.77633689841535,11.902248773552644,6.21856014582906,88.79763136175953,3.9802410623151934e-07,6.885811277214774e-10,0.006810524207639751,-8.797343486464648e-08,2.0192436068296487,6.5062512924126885,0.9974471188913202,0.99945295404814,0,4.815850138242021e-28,4857938255.289157,50.33154059998924
3,radial,0.001,ukf,20500.0,5.3534384547643016e-05,20500.0,5.3534384547643016e-05,20500.0,True,0,1.0,0.10981112569078413,0.00012150630765733103,6.835284949364926e-06,13.994213230848166,0.48633768207138783,0.6061026139511451,14.015772853113985,8.27729747200821e-09,1.0984850754192994e-11,-0.0002844433924985317,-2.5783700557553154e-06,2.0106296926958085,5.589108762890498,0.9967177242888403,0.99981765134938,0,1.6649865298283902e-31,1232609264.5772836,50.20496649999404
3,radial,0.008,ukf,20480.0,5.449747779462899e-05,20480.0,5.449747779462899e-05,20480.0,True,0,1.0,0.11042662867235352,0.00012150630765733103,6.804946219950105e-06,51.16646550614516,3.830527263433703,4.069537306054975,51.47078069538895,7.96089329885135e-08,1.0413789680994379e-10,-0.0032390960510626727,-9.040407489525976e-06,2.0107016593335056,5.637367266737937,0.9967177242888403,0.99945295404814,0,1.1096495381052548e-29,1168484381.400075,50.39531719998922
3,radial,0.1,ukf,20340.0,5.562380565855356e-05,20340.0,5.562380565855356e-05,20340.0,True,0,1.0,0.11053206109973729,0.00012150630765733103,6.7062852174632556e-06,106.00648444455732,27.464977558992462,12.880531866362077,110.26154287769828,1.6255024613232111e-06,2.0201594509140346e-09,-0.011121097013841357,-2.2742755315159786e-05,2.0102517449476407,5.6660075171422815,0.9967177242888403,1.0,0,2.0630697403263085e-27,1039960617.4862645,50.625079699995695
4,radial,0.001,ukf,20500.0,5.362162655720227e-05,20500.0,5.362162655720227e-05,20500.0,True,0,1.0,0.1099211914307015,0.0001163474315493565,6.835586877579422e-06,36.925355001936495,0.49451630129914714,0.6274748032778236,36.933996710619276,4.4886454654507495e-09,7.204085009601438e-12,-0.00151896521049566,-2.5030925718707175e-07,1.9727227181336504,5.640976848522403,0.9959883296863603,1.0,0,1.694614247288372e-31,1209162414.6289818,50.34613900000113
4,radial,0.008,ukf,20500.0,5.397907803234982e-05,20500.0,5.397907803234982e-05,20500.0,True,0,1.0,0.1102970591971583,0.0001163474315493565,6.835292005481903e-06,61.747168832677616,3.7301213747822417,2.7044064094136844,61.91882168088374,3.507814262887937e-08,6.053970736885141e-11,-0.0031120568025963706,5.371449560302051e-07,1.97289418444895,5.7296430680640595,0.9959883296863603,1.0,0,1.067968661763251e-29,1215194224.603729,50.378353600011906
4,radial,0.1,ukf,20530.0,5.439914579779016e-05,20530.0,5.439914579779016e-05,20530.0,True,0,1.0,0.11137984104040174,0.0001163474315493565,6.827277338838641e-06,106.63319414362518,23.332094426064156,9.938814507437353,109.60750319842195,4.407658975705764e-07,7.235448775309311e-10,-0.0051484048638447645,-4.165984949986289e-07,1.9727638148957956,5.764251945519803,0.9961706783369803,1.0,0,1.8177930083356543e-27,1089638972.4668863,50.39114110000082
5,radial,0.001,ukf,20490.0,5.2943145799005625e-05,20490.0,5.2943145799005625e-05,20490.0,True,0,1.0,0.1092330577086042,0.00012652045284647877,6.8472216541297666e-06,38.816742429759195,0.4570766612072716,0.7973379891172196,38.827621093770055,1.6954130341495093e-08,2.3356571979437798e-11,0.0014688655516146474,1.1644865307747167e-06,2.019601984933907,9.73299182134851,0.9963530269876003,0.9547775346462436,0,1.6605417896992066e-31,1266468701.6280437,50.67991649999749
5,radial,0.008,ukf,20480.0,5.329378360116419e-05,20480.0,5.329378360116419e-05,20480.0,True,0,1.0,0.10923157859664948,0.00012652045284647877,6.837437268230836e-06,44.23011816822838,2.710618958245862,2.354697595696624,44.37561728110864,1.3516756323102055e-07,1.8409645228765442e-10,0.0008583170254892815,2.621257743458109e-07,2.0193012548080618,9.75796567733329,0.9963530269876003,0.9535010940919038,0,1.0844285555834241e-29,1223687612.168454,58.95683960002498
5,radial,0.1,ukf,20550.0,5.421470833732454e-05,20550.0,5.421470833732454e-05,20550.0,True,0,1.0,0.10846689331678103,0.00012652045284647877,6.879025362183778e-06,75.06290831670397,7.341675734579605,5.2517353849621475,75.60371110009936,1.4824539294355323e-06,2.0218905577741156e-09,0.004326045335768764,4.205818752671848e-06,2.0192550099020194,9.786255326746057,0.9963530269876003,0.9535010940919038,0,1.573050220307187e-27,1076441302.4200487,58.68465989999822
6,radial,0.001,ukf,20490.0,5.288856043476187e-05,20490.0,5.288856043476187e-05,20490.0,True,0,1.0,0.10921408014393814,0.00012443830844054873,6.850586771558317e-06,40.35777749169173,0.3965181730493636,0.8465098815099217,40.36860178046735,3.987414517989976e-08,5.197941270145275e-11,0.0019980177051889124,1.3990028562219185e-06,2.0128926511637815,7.956118203642104,0.9956236323851203,1.0,0,1.6510521765074437e-31,1274233025.5065944,59.10896059998777
6,radial,0.008,ukf,20500.0,5.22942084198751e-05,20500.0,5.22942084198751e-05,20500.0,True,0,1.0,0.1088003693140072,0.0001241208882889755,6.872755940247665e-06,72.10400301137547,2.786675444179126,2.758684524941079,72.21054736396744,3.122200808434442e-07,4.065273313919392e-10,0.004536417130737784,3.4065084623045857e-06,2.012886748773075,7.724283050388843,0.9956236323851203,1.0,0,1.0496720163798714e-29,1299903955.177666,58.870312199986074
6,radial,0.1,ukf,20570.0,5.141135587252196e-05,20570.0,5.141135587252196e-05,20570.0,True,0,1.0,0.10845336765913739,0.00012312946207235093,6.944433379029427e-06,117.58627720637598,17.332902435112143,9.011564859010006,119.19803016530079,3.6876948804239175e-06,4.8491474439019624e-09,0.011119083684097841,1.0678741273046768e-05,2.0130824283694255,7.2832558551929685,0.9958059810357404,1.0,0,1.4743257994893769e-27,1434841730.0432432,59.047688599996036
7,radial,0.001,ukf,20490.0,5.201149099139793e-05,20490.0,5.201149099139793e-05,20490.0,True,0,1.0,0.10850553776924438,0.0001294053092168697,6.878559391645389e-06,92.14287170137133,0.476279704906972,1.877744020589805,92.16323328930874,2.4220506100255937e-09,3.6154669338980117e-12,0.00488580995810404,4.621764590124472e-06,2.048448461198038,5.89112020148289,0.9959883296863603,1.0,0,1.6804212555381485e-31,1283578805.02222,59.11596299998928
7,radial,0.008,ukf,20510.0,5.100270363187111e-05,20510.0,5.100270363187111e-05,20510.0,True,0,1.0,0.10781480264010859,0.00012906557064334447,6.926276746993348e-06,122.85223005938074,3.1841760541962136,4.610459479645622,122.97994041436426,3.599363265356678e-08,5.4714727249623644e-11,0.008805853829515755,9.527817649783401e-06,2.047739479793099,5.904187022435302,0.9959883296863603,1.0,0,1.0469044024796598e-29,1337351901.1397028,59.035702799999854
7,radial,0.1,ukf,20650.0,4.96327899530081e-05,20650.0,4.96327899530081e-05,20650.0,True,0,1.0,0.10736243404251429,0.00012906557064334447,7.079199419074202e-06,173.68739888519707,25.960035824541567,13.12635578128705,176.10660750696994,1.06649857942547e-06,1.5703600593496253e-09,0.01844808620866906,2.3114494083922118e-05,2.047457911025993,5.769512187596162,0.9959883296863603,1.0,0,1.4371616685309686e-27,1416461467.9449573,59.061676299985265
8,radial,0.001,ukf,20500.0,5.3428071872614655e-05,20500.0,5.3428071872614655e-05,20500.0,True,0,1.0,0.10972884433390914,0.00012218768227653697,6.838302391728085e-06,23.18119874793016,0.4389142555291656,0.6795389455735541,23.195309747733415,3.030152735741228e-08,4.200296738922131e-11,-0.00029130019164628834,-1.217248942971899e-06,2.0060236344341638,6.979697767476497,0.9974471188913202,0.9961706783369803,0,1.6657380543905115e-31,1239411213.6694288,83.11831489999895
8,radial,0.008,ukf,20500.0,5.3126225960072206e-05,20500.0,5.3126225960072206e-05,20500.0,True,0,1.0,0.10945724707017983,0.00012172480300377795,6.850054802231327e-06,34.219543879255426,2.7371841241805117,1.9542561795707951,34.38442201709001,2.506739596432193e-07,3.460829346237208e-10,0.0008831240436828113,-1.1233313840667026e-06,2.0063350463796223,7.066883255354842,0.9974471188913202,0.9883296863603209,0,1.0622476138054814e-29,1256686769.2387745,83.20717560002231
8,radial,0.1,ukf,20540.0,5.2172187024290336e-05,20540.0,5.2172187024290336e-05,20540.0,True,0,1.0,0.10885204474687885,0.00012159006782976075,6.925959431899058e-06,75.99245784538509,19.04479541466422,8.987495590266635,78.85640721434186,3.049378062930768e-06,4.1917554051455525e-09,0.0047735435142734,8.27886608660122e-07,2.006349561793888,7.15832228612175,0.9972647702407003,0.9939824945295405,0,1.6782100903114202e-27,1250435303.3025455,83.70655979998992
9,radial,0.001,ukf,20490.0,5.451317508277038e-05,20490.0,5.451317508277038e-05,20490.0,True,0,1.0,0.11057750365196252,0.00011313037309127801,6.825613803934227e-06,79.56147240405262,0.3174123920814824,1.7186330090712152,79.58066562392743,1.8178857737998708e-08,1.7520018504633632e-11,-0.00428739305778587,-3.2307113933925286e-06,2.0169805348374514,3.6143681180869938,0.9976294675419402,0.9978118161925602,0,1.667519536346383e-31,1202991053.399503,83.67577160001383
9,radial,0.008,ukf,20490.0,5.469399901939042e-05,20490.0,5.469399901939042e-05,20490.0,True,0,1.0,0.1107563064669375,0.00011061344430081033,6.823421113270214e-06,92.67946023236728,1.5070918637429271,2.5667936336439676,92.72724575013767,1.545498713133654e-07,1.5345511199833605e-10,-0.0053624859756536076,-2.7875147829776103e-06,2.0124102229266194,3.5671187703331806,0.9976294675419402,1.0,0,1.0881260918274474e-29,1174297504.6833484,83.58109859999968
9,radial,0.1,ukf,20410.0,5.588454689030876e-05,20410.0,5.588454689030876e-05,20410.0,True,0,1.0,0.1121683286805917,0.00010806506494001184,6.759793229601633e-06,142.0473141960833,12.753422976622803,9.274138434376011,142.91990383302613,2.36901641170326e-06,2.391155121321747e-09,-0.013802607775458116,-1.1737849029660672e-05,2.0122592717751817,4.384024529033602,0.9976294675419402,0.9990882567469,0,1.9224676682225578e-27,1114010935.5201738,83.41424400001415
