time_orbits,dist_km,u_p_norm,u_e_norm,P_diff_frobenius
0.763550,5.40928830e+02,1.88920603e-04,9.13272795e-05,7.45640180e+06
0.764644,5.41027949e+02,1.83572126e-04,8.92231502e-05,8.18574458e+06
0.765738,5.41082807e+02,1.79884067e-04,8.71371171e-05,8.22771207e+06
0.766831,5.41092666e+02,1.75623030e-04,8.50595917e-05,7.89288150e+06
0.767925,5.41056809e+02,1.72270734e-04,8.29928095e-05,8.04514961e+06
0.769019,5.40974490e+02,1.68320924e-04,8.09354454e-05,8.26866944e+06
0.770113,5.40845029e+02,1.63261434e-04,7.88897865e-05,8.73202618e+06
0.771207,5.40667894e+02,1.58641575e-04,7.68637742e-05,9.26486875e+06
0.772301,5.40442506e+02,1.54573511e-04,7.48553387e-05,9.20421545e+06
0.773395,5.40168187e+02,1.51190935e-04,7.28597728e-05,8.63050825e+06
0.774489,5.39844194e+02,1.47066363e-04,7.08733759e-05,9.09143317e+06
0.775583,5.39469930e+02,1.43175101e-04,6.89043625e-05,9.09217918e+06
0.776677,5.39044822e+02,1.38415777e-04,6.69508978e-05,9.22748229e+06
0.777771,5.38568297e+02,1.34773701e-04,6.50158586e-05,9.66270217e+06
0.778864,5.38039736e+02,1.30594905e-04,6.30966012e-05,1.01100818e+07
0.779958,5.37458584e+02,1.26953051e-04,6.11962621e-05,1.00695103e+07
0.781052,5.36824257e+02,1.22595055e-04,5.93111473e-05,1.08761861e+07
0.782146,5.36136206e+02,1.18878734e-04,5.74463374e-05,1.01228936e+07
0.783240,5.35393797e+02,1.14958030e-04,5.55956678e-05,1.05578287e+07
0.784334,5.34596459e+02,1.11280012e-04,5.37639788e-05,1.09471791e+07
0.785428,5.33743651e+02,1.07313600e-04,5.19509092e-05,1.13633854e+07
0.786522,5.32834845e+02,1.03892403e-04,5.01580369e-05,1.08162620e+07
0.787616,5.31869493e+02,1.00367404e-04,4.83824150e-05,1.15557696e+07
0.788710,5.30847080e+02,9.67651626e-05,4.66274885e-05,1.14228600e+07
0.789804,5.29767097e+02,9.29666089e-05,4.48924365e-05,1.14911426e+07
0.790897,5.28629082e+02,8.93684875e-05,4.31798777e-05,1.12806224e+07
0.791991,5.27432565e+02,8.58478509e-05,4.14894585e-05,1.08675188e+07
0.793085,5.26177076e+02,8.24328981e-05,3.98217290e-05,1.26392734e+07
0.794179,5.24862172e+02,7.84862913e-05,3.81808575e-05,1.40400481e+07
0.795273,5.23487455e+02,7.47089684e-05,3.65698934e-05,1.32654433e+07
0.796367,5.22052492e+02,7.20192546e-05,3.49869276e-05,1.34949003e+07
0.797461,5.20556851e+02,6.90080105e-05,3.34325218e-05,1.23541694e+07
0.798555,5.19000151e+02,6.55595179e-05,3.19096590e-05,1.33719552e+07
0.799649,5.17382021e+02,6.24137094e-05,3.04255650e-05,1.42406483e+07
0.800743,5.15702110e+02,5.95181385e-05,2.89836387e-05,1.40706222e+07
0.801837,5.13960095e+02,5.65474324e-05,2.75875864e-05,1.42612838e+07
0.802930,5.12155661e+02,5.38378110e-05,2.62449385e-05,1.43801561e+07
0.804024,5.10288520e+02,5.10709922e-05,2.49624288e-05,1.41411810e+07
0.805118,5.08358403e+02,4.83132320e-05,2.37500851e-05,1.43300037e+07
0.806212,5.06365053e+02,4.58144361e-05,2.26196505e-05,1.55869939e+07
0.807306,5.04308253e+02,4.37130719e-05,2.15838260e-05,1.44464948e+07
0.808400,5.02187823e+02,4.17693517e-05,2.06547211e-05,1.45880431e+07
0.809494,5.00003596e+02,3.98493928e-05,1.98492196e-05,1.58717443e+07
0.810588,4.97755400e+02,3.79505290e-05,1.91862552e-05,1.57826596e+07
0.811682,4.95443111e+02,3.72343016e-05,1.86817719e-05,1.57256174e+07
0.812776,4.93066665e+02,3.63770883e-05,1.83475877e-05,1.68914769e+07
0.813870,4.90625976e+02,3.56607240e-05,1.81987066e-05,1.59212893e+07
0.814964,4.88121010e+02,3.60146852e-05,1.82417045e-05,1.69209766e+07
0.816057,4.85551791e+02,3.64665338e-05,1.84755040e-05,1.88699643e+07
0.817151,4.82918341e+02,3.73360525e-05,1.88983506e-05,1.71421694e+07
0.818245,4.80220757e+02,3.85777592e-05,1.94998032e-05,1.47318513e+07
0.819339,4.77459184e+02,4.00427591e-05,2.02683954e-05,1.77094922e+07
0.820433,4.74633728e+02,4.20397742e-05,2.11894694e-05,1.90138985e+07
0.821527,4.71744550e+02,4.43604961e-05,2.22462560e-05,1.86318919e+07
0.822621,4.68791871e+02,4.70529153e-05,2.34230259e-05,1.87257826e+07
0.823715,4.65775976e+02,4.95094243e-05,2.47057789e-05,1.67491940e+07
0.824809,4.62697201e+02,5.24725694e-05,2.60825526e-05,1.80315726e+07
0.825903,4.59555893e+02,5.54341275e-05,2.75412293e-05,1.86079135e+07
0.826997,4.56352392e+02,5.86273107e-05,2.90718668e-05,1.98663043e+07
0.828090,4.53087100e+02,6.19445382e-05,3.06656500e-05,1.86863110e+07
0.829184,4.49760511e+02,6.53277163e-05,3.23146493e-05,1.84935213e+07
0.830278,4.46373196e+02,6.89613674e-05,3.40122938e-05,2.02659647e+07
0.831372,4.42925669e+02,7.27090782e-05,3.57525763e-05,1.93853603e+07
0.832466,4.39418557e+02,7.62259053e-05,3.75306881e-05,1.65292239e+07
0.833560,4.35852625e+02,7.98517589e-05,3.93430801e-05,1.91295920e+07
0.834654,4.32228589e+02,8.39773339e-05,4.11849135e-05,2.27322713e+07
0.835748,4.28547111e+02,8.78588943e-05,4.30513610e-05,2.22542947e+07
0.836842,4.24809004e+02,9.17556345e-05,4.49405329e-05,2.06215012e+07
0.837936,4.21015224e+02,9.55578569e-05,4.68491277e-05,2.13780434e+07
0.839030,4.17166751e+02,9.98866366e-05,4.87744925e-05,2.43086941e+07
0.840123,4.13264489e+02,1.04243422e-04,5.07124120e-05,2.39513709e+07
0.841217,4.09309447e+02,1.08327783e-04,5.26612789e-05,2.25648415e+07
0.842311,4.05302795e+02,1.12102257e-04,5.46195645e-05,2.58839562e+07
0.843405,4.01245738e+02,1.16570881e-04,5.65844955e-05,2.34060355e+07
0.844499,3.97139518e+02,1.20426001e-04,5.85540011e-05,2.19295320e+07
0.845593,3.92985528e+02,1.24570770e-04,6.05272332e-05,1.66872920e+07
0.846687,3.88785254e+02,1.28862344e-04,6.25021971e-05,2.40539527e+07
0.847781,3.84540047e+02,1.32867009e-04,6.44733357e-05,2.48303187e+07
0.848875,3.80251356e+02,1.37435396e-04,6.64413252e-05,2.71656866e+07
0.849969,3.75920651e+02,1.41383331e-04,6.84026346e-05,2.41532684e+07
0.851063,3.71549706e+02,1.45068672e-04,7.03577508e-05,1.96858633e+07
0.852156,3.67140497e+02,1.48235069e-04,7.23058396e-05,1.31569384e+07
0.853250,3.62695219e+02,1.52298417e-04,7.42467544e-05,1.80003145e+07
0.854344,3.58215630e+02,1.57376189e-04,7.61737923e-05,1.93466602e+07
0.855438,3.53703489e+02,1.60960653e-04,7.80833266e-05,1.78344213e+07
0.856532,3.49160953e+02,1.65056465e-04,7.99775004e-05,1.97267421e+07
0.857626,3.44590029e+02,1.69109994e-04,8.18526328e-05,1.83859580e+07
0.858720,3.39992905e+02,1.72988216e-04,8.37071395e-05,1.80529455e+07
0.859814,3.35371876e+02,1.76916508e-04,8.55390073e-05,1.64949154e+07
0.860908,3.30729390e+02,1.79876346e-04,8.73460193e-05,1.22579587e+07
0.862002,3.26068165e+02,1.83872074e-04,8.91292635e-05,1.55596623e+07
0.863096,3.21390561e+02,1.88208042e-04,9.08812054e-05,1.67068122e+07
0.864189,3.16699055e+02,1.91908920e-04,9.25982054e-05,1.49699157e+07
0.865283,3.11996342e+02,1.95157897e-04,9.42810706e-05,1.34738197e+07
0.866377,3.07285350e+02,1.98210330e-04,9.59273961e-05,1.53187078e+07
0.867471,3.02568925e+02,2.01662615e-04,9.75333986e-05,1.28624795e+07
0.868565,2.97849994e+02,2.04822085e-04,9.90975060e-05,1.33440697e+07
0.869659,2.93131646e+02,2.08003137e-04,1.00614084e-04,1.09258233e+07
0.870753,2.88416959e+02,2.11002177e-04,1.02083225e-04,8.99911664e+06
0.871847,2.83709363e+02,2.13438818e-04,1.03499749e-04,8.48760969e+06
0.872941,2.79012328e+02,2.15913349e-04,1.04861444e-04,9.52381644e+06
0.874035,2.74329008e+02,2.19409473e-04,1.06162223e-04,9.20201241e+06
0.875129,2.69662603e+02,2.22563712e-04,1.07396126e-04,1.00467231e+07
0.876223,2.65016495e+02,2.25026473e-04,1.08556980e-04,8.92940200e+06
0.877316,2.60394411e+02,2.26790463e-04,1.09644168e-04,8.93780271e+06
0.878410,2.55800175e+02,2.28921802e-04,1.10658163e-04,8.69639919e+06
0.879504,2.51237566e+02,2.31352473e-04,1.11587978e-04,9.73819467e+06
0.880598,2.46710010e+02,2.32610043e-04,1.12428916e-04,9.70216507e+06
0.881692,2.42221220e+02,2.34158631e-04,1.13177925e-04,1.21569640e+07
0.882786,2.37775082e+02,2.35342041e-04,1.13830118e-04,1.18176409e+07
0.883880,2.33375393e+02,2.36434504e-04,1.14376632e-04,1.72945585e+07
0.884974,2.29026228e+02,2.37671584e-04,1.14817614e-04,1.71788415e+07
0.886068,2.24731288e+02,2.38802782e-04,1.15139174e-04,1.80477931e+07
0.887162,2.20494196e+02,2.39533377e-04,1.15337618e-04,1.65929525e+07
0.888256,2.16319187e+02,2.39671328e-04,1.15402171e-04,1.79423334e+07
0.889349,2.12209996e+02,2.40087517e-04,1.15332011e-04,1.79704392e+07
0.890443,2.08170178e+02,2.40025606e-04,1.15118235e-04,2.22731290e+07
0.891537,2.04203103e+02,2.38257728e-04,1.14761491e-04,2.57608088e+07
0.892631,2.00312788e+02,2.37975623e-04,1.14258802e-04,2.37073579e+07
0.893725,1.96503366e+02,2.36842453e-04,1.13588506e-04,2.43513632e+07
0.894819,1.92778429e+02,2.35440520e-04,1.12752242e-04,2.87470372e+07
0.895913,1.89141139e+02,2.33987451e-04,1.11744840e-04,3.36604358e+07
0.897007,1.85594132e+02,2.31762429e-04,1.10566392e-04,2.62177541e+07
0.898101,1.82141925e+02,2.27380509e-04,1.09203633e-04,2.81372574e+07
0.899195,1.78788423e+02,2.26064644e-04,1.07657280e-04,3.04453239e+07
0.900289,1.75535309e+02,2.23502897e-04,1.05925632e-04,3.42108033e+07
0.901382,1.72384883e+02,2.19468870e-04,1.04001383e-04,3.92016250e+07
0.902476,1.69339301e+02,2.16253506e-04,1.01885681e-04,4.17564065e+07
0.903570,1.66400281e+02,2.10823790e-04,9.95823192e-05,3.52868304e+07
0.904664,1.63571424e+02,2.04979470e-04,9.70888761e-05,3.94803787e+07
0.905758,1.60854585e+02,2.00509725e-04,9.44123538e-05,3.92463969e+07
0.906852,1.58251108e+02,1.94202772e-04,9.15528915e-05,3.68093078e+07
0.907946,1.55763064e+02,1.86856581e-04,8.85215723e-05,4.44724735e+07
0.909040,1.53391049e+02,1.82986674e-04,8.53207654e-05,3.95837646e+07
0.910134,1.51135075e+02,1.75183976e-04,8.19590645e-05,3.66445952e+07
0.911228,1.48996371e+02,1.67825739e-04,7.84568014e-05,4.33986352e+07
0.912322,1.46974365e+02,1.60080089e-04,7.48228257e-05,4.30346649e+07
0.913415,1.45068477e+02,1.53825955e-04,7.10759927e-05,3.70642056e+07
0.914509,1.43278092e+02,1.45671182e-04,6.72337595e-05,3.75006586e+07
0.915603,1.41602156e+02,1.37722372e-04,6.33148283e-05,3.88930220e+07
0.916697,1.40038825e+02,1.29059961e-04,5.93448004e-05,3.62885255e+07
0.917791,1.38586523e+02,1.19672171e-04,5.53571162e-05,3.41359016e+07
0.918885,1.37243571e+02,1.10746775e-04,5.13842014e-05,3.59000825e+07
0.919979,1.36007025e+02,1.03889405e-04,4.74499216e-05,3.35673515e+07
0.921073,1.34873522e+02,9.60238565e-05,4.35852695e-05,3.33044806e+07
0.922167,1.33839718e+02,8.64915588e-05,3.98297760e-05,3.05414270e+07
0.923261,1.32902434e+02,7.96620498e-05,3.62393503e-05,3.19716888e+07
0.924355,1.32057205e+02,7.31795977e-05,3.28307226e-05,2.85807165e+07
0.925448,1.31299702e+02,6.60712337e-05,2.96564774e-05,2.83067920e+07
0.926542,1.30625392e+02,5.97280978e-05,2.67525268e-05,2.75024092e+07
0.927636,1.30029269e+02,5.46992371e-05,2.41504637e-05,2.85351887e+07
0.928730,1.29505924e+02,5.00572442e-05,2.18643093e-05,2.59558992e+07
0.929824,1.29050017e+02,4.54322880e-05,1.99137851e-05,2.35204410e+07
0.930918,1.28656248e+02,4.13392433e-05,1.83062862e-05,2.25885145e+07
0.932012,1.28318816e+02,3.84069677e-05,1.70001195e-05,2.22564154e+07
0.933106,1.28031811e+02,3.60446920e-05,1.59634640e-05,2.06510954e+07
0.934200,1.27789181e+02,3.39300896e-05,1.51356904e-05,1.86648059e+07
0.935294,1.27584889e+02,3.26854083e-05,1.44725996e-05,1.70687722e+07
0.936388,1.27412883e+02,3.09534567e-05,1.39166488e-05,1.69826950e+07
0.937482,1.27267210e+02,2.92731869e-05,1.34313567e-05,1.65117311e+07
0.938575,1.27141978e+02,2.84194892e-05,1.29784408e-05,1.33746921e+07
0.939669,1.27031386e+02,2.74616424e-05,1.25239429e-05,9.82863939e+06
0.940763,1.26929828e+02,2.63344894e-05,1.20486836e-05,8.07928907e+06
0.941857,1.26831893e+02,2.46798688e-05,1.15332518e-05,7.94621890e+06
0.942951,1.26732401e+02,2.30762461e-05,1.09652109e-05,5.63356892e+06
0.944045,1.26626400e+02,2.18399952e-05,1.03241405e-05,9.38425890e+06
0.945139,1.26509195e+02,2.01847442e-05,9.59440050e-06,2.89658080e+06
0.946233,1.26376352e+02,1.82897363e-05,8.77070704e-06,3.74606240e+06
0.947327,1.26223704e+02,1.62904741e-05,7.87866906e-06,4.01279504e+06
0.948421,1.26047364e+02,1.43626194e-05,7.01220850e-06,5.91109198e+06
0.949515,1.25843711e+02,1.29954211e-05,6.41358056e-06,5.34144462e+06
0.950608,1.25609394e+02,1.30248224e-05,6.49661383e-06,3.15079396e+06
0.951702,1.25341327e+02,1.52175164e-05,7.59049729e-06,6.10653927e+06
0.952796,1.25036686e+02,1.94203709e-05,9.62335259e-06,9.10993062e+06
0.953890,1.24692919e+02,2.51727127e-05,1.23007087e-05,6.01750192e+06
0.954984,1.24307733e+02,3.16071706e-05,1.53615747e-05,1.46861715e+07
0.956078,1.23879111e+02,3.82963291e-05,1.86239145e-05,1.41237093e+07
0.957172,1.23405310e+02,4.55026616e-05,2.19624800e-05,1.13091904e+07
0.958266,1.22884888e+02,5.24090686e-05,2.52895387e-05,1.09943035e+07
0.959360,1.22316679e+02,5.91064090e-05,2.85466549e-05,1.04790679e+07
0.960454,1.21699814e+02,6.57263363e-05,3.16955974e-05,1.51905764e+07
0.961548,1.21033714e+02,7.21889495e-05,3.47142708e-05,1.64418300e+07
0.962641,1.20318100e+02,7.82614922e-05,3.75927105e-05,6.98348651e+06
0.963735,1.19552994e+02,8.40907877e-05,4.03286171e-05,2.03070140e+07
0.964829,1.18738667e+02,8.95934815e-05,4.29248647e-05,1.69330335e+07
0.965923,1.17875660e+02,9.50225160e-05,4.53832309e-05,2.06877792e+07
0.967017,1.16964743e+02,9.98346694e-05,4.77050937e-05,2.65845114e+07
0.968111,1.16006974e+02,1.04590864e-04,4.98945163e-05,1.35456480e+07
0.969205,1.15003643e+02,1.09265285e-04,5.19492997e-05,7.29567857e+06
0.970299,1.13956321e+02,1.13160063e-04,5.38706436e-05,1.65633887e+07
0.971393,1.12866778e+02,1.17274957e-04,5.56623231e-05,1.35552770e+07
0.972487,1.11736941e+02,1.20767050e-04,5.73202306e-05,9.77389090e+06
0.973581,1.10568959e+02,1.24057586e-04,5.88467132e-05,1.41195872e+07
0.974674,1.09365177e+02,1.26815336e-04,6.02431909e-05,2.21023417e+07
0.975768,1.08128137e+02,1.29490241e-04,6.15128680e-05,1.18982757e+07
0.976862,1.06860470e+02,1.32317705e-04,6.26515158e-05,1.41180578e+07
0.977956,1.05564990e+02,1.34326057e-04,6.36613549e-05,1.35168495e+07
0.979050,1.04244680e+02,1.36532211e-04,6.45457127e-05,1.94835272e+07
0.980144,1.02902546e+02,1.37990375e-04,6.53043608e-05,1.17460951e+07
0.981238,1.01541752e+02,1.39449432e-04,6.59386533e-05,1.19842707e+07
0.982332,1.00165595e+02,1.40696825e-04,6.64506865e-05,1.47515467e+07
0.983426,9.87773792e+01,1.41480670e-04,6.68418432e-05,8.03438041e+06
0.984520,9.73805135e+01,1.42375092e-04,6.71134907e-05,7.01494027e+06
0.985614,9.59784577e+01,1.42856996e-04,6.72658788e-05,6.85861890e+06
0.986707,9.45747179e+01,1.43281899e-04,6.73019167e-05,4.27112887e+06
0.987801,9.31727599e+01,1.43193554e-04,6.72200051e-05,4.27463357e+06
0.988895,9.17761485e+01,1.42961900e-04,6.70249697e-05,6.79244261e+06
0.989989,9.03884011e+01,1.42319121e-04,6.67205095e-05,5.30818928e+06
0.991083,8.90131432e+01,1.41543319e-04,6.63058742e-05,3.52840481e+06
0.992177,8.76537354e+01,1.40784075e-04,6.57842285e-05,3.48846811e+06
0.993271,8.63135703e+01,1.39281821e-04,6.51559105e-05,7.22222272e+06
0.994365,8.49962060e+01,1.38152950e-04,6.44277240e-05,1.41380786e+07
0.995459,8.37048896e+01,1.36223485e-04,6.35948558e-05,6.81813751e+06
0.996553,8.24426447e+01,1.34950984e-04,6.26708509e-05,1.30222542e+07
0.997647,8.12127304e+01,1.32426249e-04,6.16523829e-05,1.73364209e+07
0.998741,8.00183441e+01,1.30223041e-04,6.05532956e-05,1.54030054e+07
0.999834,7.88622703e+01,1.28062819e-04,5.93778262e-05,1.12547504e+07
1.000928,7.77471449e+01,1.25200846e-04,5.81349457e-05,2.13378719e+07
1.002022,7.66754386e+01,1.23677311e-04,5.68354432e-05,2.32561504e+07
1.003116,7.56493151e+01,1.21218665e-04,5.54841165e-05,1.67255879e+07
1.004210,7.46707491e+01,1.17913653e-04,5.41021948e-05,1.79358420e+07
1.005304,7.37417315e+01,1.15062379e-04,5.27111564e-05,2.11537407e+07
1.006398,7.28641748e+01,1.12731937e-04,5.13266051e-05,2.41560685e+07
1.007492,7.20393872e+01,1.09851149e-04,4.99645132e-05,2.12708073e+07
1.008586,7.12683865e+01,1.07459174e-04,4.86511112e-05,2.17289738e+07
1.009680,7.05520588e+01,1.04804910e-04,4.74062794e-05,2.30788636e+07
1.010774,6.98910127e+01,1.02609185e-04,4.62526146e-05,2.17375830e+07
1.011867,6.92859001e+01,1.00341280e-04,4.52153990e-05,1.78828359e+07
1.012961,6.87367450e+01,9.90279586e-05,4.43068012e-05,2.26787362e+07
1.014055,6.82432284e+01,9.76091246e-05,4.35326033e-05,2.31095577e+07
1.015149,6.78051512e+01,9.63592219e-05,4.29132620e-05,2.42315740e+07
1.016243,6.74214899e+01,9.62672354e-05,4.24321853e-05,2.43606905e+07
1.017337,6.70910806e+01,9.51091691e-05,4.20899670e-05,2.46265314e+07
1.018431,6.68128203e+01,9.43539871e-05,4.18807583e-05,2.30067329e+07
1.019525,6.65851876e+01,9.45334378e-05,4.17853168e-05,2.25600946e+07
1.020619,6.64065018e+01,9.37778699e-05,4.17825697e-05,2.08702214e+07
1.021713,6.62751694e+01,9.42979221e-05,4.18626179e-05,1.89271007e+07
1.022807,6.61891406e+01,9.40926913e-05,4.19855661e-05,1.86742435e+07
1.023900,6.61463137e+01,9.48207283e-05,4.21350311e-05,1.78391006e+07
1.024994,6.61443949e+01,9.61146789e-05,4.22849739e-05,1.82868712e+07
1.026088,6.61808881e+01,9.47105409e-05,4.23987286e-05,1.83316064e+07
1.027182,6.62536081e+01,9.52872101e-05,4.24864792e-05,1.59380321e+07
1.028276,6.63601636e+01,9.64318374e-05,4.25237062e-05,1.62162559e+07
1.029370,6.64981300e+01,9.54804829e-05,4.24884429e-05,1.39911342e+07
1.030464,6.66652856e+01,9.46236242e-05,4.23836214e-05,1.25731093e+07
1.031558,6.68593388e+01,9.39845247e-05,4.21994470e-05,1.11678453e+07
1.032652,6.70780061e+01,9.33342906e-05,4.19307287e-05,1.31660577e+07
1.033746,6.73190407e+01,9.27118314e-05,4.15724411e-05,1.17188232e+07
1.034840,6.75800474e+01,9.11634855e-05,4.11087993e-05,1.09769710e+07
1.035933,6.78588763e+01,9.01337290e-05,4.05585907e-05,8.51128464e+06
1.037027,6.81535157e+01,8.96814012e-05,3.99272457e-05,1.12065429e+07
1.038121,6.84616353e+01,8.62655568e-05,3.91809405e-05,8.17982311e+06
1.039215,6.87815169e+01,8.48150434e-05,3.83745671e-05,9.52751590e+06
1.040309,6.91112890e+01,8.25246978e-05,3.74853033e-05,9.21045501e+06
1.041403,6.94491220e+01,8.07691983e-05,3.65221059e-05,5.84753215e+06
1.042497,6.97933927e+01,7.82691581e-05,3.54974139e-05,7.04658894e+06
1.043591,7.01425087e+01,7.56427836e-05,3.44083692e-05,5.76936391e+06
1.044685,7.04950410e+01,7.23471036e-05,3.32705806e-05,7.23483176e+06
1.045779,7.08496231e+01,7.02101900e-05,3.20891479e-05,6.34616846e+06
1.046873,7.12048236e+01,6.76514984e-05,3.08613121e-05,8.09862546e+06
1.047966,7.15593084e+01,6.51955812e-05,2.95948527e-05,7.39551401e+06
1.049060,7.19119488e+01,6.19783510e-05,2.83038003e-05,1.14281979e+07
1.050154,7.22617751e+01,5.92826209e-05,2.69974795e-05,7.12754795e+06
1.051248,7.26077248e+01,5.62814885e-05,2.56705133e-05,8.52385009e+06
1.052342,7.29488773e+01,5.34738516e-05,2.43352092e-05,7.36173602e+06
1.053436,7.32843664e+01,5.02453124e-05,2.29935356e-05,1.12449076e+07
1.054530,7.36134651e+01,4.72633235e-05,2.16587638e-05,6.34285869e+06
1.055624,7.39354102e+01,4.45452696e-05,2.03280842e-05,8.27302728e+06
1.056718,7.42495184e+01,4.18931606e-05,1.90099128e-05,7.22462573e+06
1.057812,7.45551744e+01,3.88269478e-05,1.77075664e-05,9.09905861e+06
1.058906,7.48518495e+01,3.58466488e-05,1.64304978e-05,8.93356782e+06
1.060000,7.51390660e+01,3.29625417e-05,1.51827154e-05,1.24803919e+07
1.061093,7.54164071e+01,3.03191083e-05,1.39710031e-05,1.10309075e+07
1.062187,7.56834514e+01,2.80405711e-05,1.27985170e-05,1.23052723e+07
1.063281,7.59398210e+01,2.53455092e-05,1.16720172e-05,1.12478626e+07
1.064375,7.61852020e+01,2.31558581e-05,1.06008877e-05,7.50383118e+06
1.065469,7.64192817e+01,2.08838828e-05,9.59213792e-06,8.85693420e+06
1.066563,7.66418173e+01,1.88415144e-05,8.65898716e-06,1.44747019e+07
1.067657,7.68525972e+01,1.72811892e-05,7.81490751e-06,1.22137237e+07
1.068751,7.70514230e+01,1.54304312e-05,7.07370913e-06,1.05774978e+07
1.069845,7.72381680e+01,1.40857032e-05,6.45617998e-06,1.40433933e+07
1.070939,7.74127114e+01,1.31742083e-05,5.97946778e-06,1.23947260e+07
1.072033,7.75749470e+01,1.23369704e-05,5.65798694e-06,1.20741106e+07
1.073126,7.77248215e+01,1.20425234e-05,5.49871447e-06,1.03005478e+07
1.074220,7.78622942e+01,1.19906751e-05,5.49436568e-06,8.95034158e+06
1.075314,7.79873526e+01,1.23076140e-05,5.62628865e-06,1.05109829e+07
1.076408,7.81000111e+01,1.28170974e-05,5.86650938e-06,9.71224003e+06
1.077502,7.82003189e+01,1.34913222e-05,6.18755193e-06,1.48756287e+07
1.078596,7.82883423e+01,1.43551179e-05,6.56317168e-06,1.36246204e+07
1.079690,7.83641832e+01,1.52585833e-05,6.97291278e-06,1.39397551e+07
1.080784,7.84279781e+01,1.61857315e-05,7.40160795e-06,1.15623066e+07
1.081878,7.84798759e+01,1.71250876e-05,7.83803832e-06,1.12475401e+07
1.082972,7.85200656e+01,1.81384684e-05,8.27491863e-06,1.50139844e+07
1.084066,7.85487714e+01,1.90138095e-05,8.70677268e-06,1.03504529e+07
1.085159,7.85662377e+01,1.99585127e-05,9.13184890e-06,1.15748090e+07
1.086253,7.85727263e+01,2.09126400e-05,9.54827454e-06,1.14538027e+07
1.087347,7.85685274e+01,2.19311645e-05,9.95605655e-06,1.17510267e+07
1.088441,7.85539504e+01,2.28423987e-05,1.03555729e-05,1.21079096e+07
1.089535,7.85293469e+01,2.38087049e-05,1.07492076e-05,1.44285475e+07
1.090629,7.84950903e+01,2.47369107e-05,1.11385999e-05,9.97224873e+06
1.091723,7.84515811e+01,2.55597850e-05,1.15266218e-05,1.03517016e+07
1.092817,7.83992663e+01,2.64344472e-05,1.19164196e-05,1.03797471e+07
1.093911,7.83386150e+01,2.73204853e-05,1.23105013e-05,1.17980141e+07
1.095005,7.82701147e+01,2.82826069e-05,1.27115283e-05,1.10273808e+07
1.096099,7.81942620e+01,2.92471176e-05,1.31217137e-05,1.22027997e+07
1.097192,7.81115712e+01,3.02395628e-05,1.35433302e-05,1.18710130e+07
1.098286,7.80225717e+01,3.12831386e-05,1.39782662e-05,1.02731874e+07
1.099380,7.79278171e+01,3.23444963e-05,1.44285483e-05,9.35746366e+06
1.100474,7.78278647e+01,3.33781279e-05,1.48950404e-05,7.94880696e+06
1.101568,7.77233033e+01,3.45089241e-05,1.53793960e-05,9.70796188e+06
1.102662,7.76147164e+01,3.57421018e-05,1.58816671e-05,9.82131590e+06
1.103756,7.75026813e+01,3.68811890e-05,1.64017503e-05,1.08229205e+07
1.104850,7.73878099e+01,3.82299776e-05,1.69404958e-05,9.51799449e+06
1.105944,7.72706724e+01,3.95143281e-05,1.74964469e-05,6.35980482e+06
1.107038,7.71518280e+01,4.09178927e-05,1.80691077e-05,8.13492957e+06
1.108132,7.70318865e+01,4.21985350e-05,1.86587735e-05,9.56482450e+06
1.109225,7.69114775e+01,4.36393769e-05,1.92651185e-05,5.81599029e+06
1.110319,7.67911549e+01,4.50370539e-05,1.98857091e-05,8.59929937e+06
1.111413,7.66715208e+01,4.66324169e-05,2.05214226e-05,6.44801833e+06
1.112507,7.65531030e+01,4.81627526e-05,2.11688451e-05,6.28006543e+06
1.113601,7.64364394e+01,4.97100275e-05,2.18279996e-05,6.31011355e+06
1.114695,7.63220511e+01,5.15054926e-05,2.24979992e-05,4.89941517e+06
1.115789,7.62103942e+01,5.28806524e-05,2.31753689e-05,4.57802123e+06
1.116883,7.61020110e+01,5.46527100e-05,2.38625665e-05,4.47174700e+06
1.117977,7.59973386e+01,5.65984418e-05,2.45559876e-05,4.13380505e+06
1.119071,7.58967831e+01,5.80507402e-05,2.52531087e-05,4.11508104e+06
1.120165,7.58008231e+01,5.99349836e-05,2.59558465e-05,3.86906446e+06
1.121259,7.57098358e+01,6.16300172e-05,2.66599573e-05,4.04157256e+06
1.122352,7.56242030e+01,6.36988554e-05,2.73659798e-05,4.28401626e+06
1.123446,7.55441957e+01,6.51494249e-05,2.80678035e-05,5.00272845e+06
1.124540,7.54702031e+01,6.70569774e-05,2.87697606e-05,6.66053893e+06
1.125634,7.54025089e+01,6.87553190e-05,2.94669145e-05,6.36393265e+06
1.126728,7.53413735e+01,7.06965824e-05,3.01578581e-05,4.21123486e+06
1.127822,7.52870437e+01,7.24664723e-05,3.08414885e-05,5.67026035e+06
1.128916,7.52397273e+01,7.42217939e-05,3.15149869e-05,5.97001621e+06
1.130010,7.51996248e+01,7.61963790e-05,3.21782259e-05,7.14838188e+06
1.131104,7.51668482e+01,7.78435364e-05,3.28261748e-05,8.81440753e+06
1.132198,7.51415140e+01,7.96227285e-05,3.34588905e-05,5.93958463e+06
1.133292,7.51237532e+01,8.16057029e-05,3.40764798e-05,1.07011313e+07
1.134385,7.51135170e+01,8.31921612e-05,3.46700891e-05,1.02560182e+07
