time_orbits,dist_km,u_p_norm,u_e_norm,P_diff_frobenius
1.483343,3.11743379e+01,1.71791313e-05,7.62114726e-06,4.76587825e+06
1.484437,3.10955229e+01,1.84732975e-05,8.16742150e-06,6.39987327e+06
1.485531,3.10088878e+01,1.98921731e-05,8.75968634e-06,5.49728307e+06
1.486625,3.09148462e+01,2.13788928e-05,9.39987634e-06,1.51841650e+07
1.487719,3.08138634e+01,2.29890334e-05,1.00884991e-05,5.74652332e+06
1.488813,3.07064505e+01,2.47265844e-05,1.08238746e-05,6.10212726e+06
1.489906,3.05931476e+01,2.65522565e-05,1.16026615e-05,4.32667003e+06
1.491000,3.04745214e+01,2.84779672e-05,1.24199981e-05,1.08217215e+07
1.492094,3.03511569e+01,3.05328003e-05,1.32699109e-05,5.22457096e+06
1.493188,3.02236605e+01,3.25809471e-05,1.41457760e-05,8.67156712e+06
1.494282,3.00926822e+01,3.46745978e-05,1.50417502e-05,9.20265204e+06
1.495376,2.99588563e+01,3.68715624e-05,1.59505186e-05,9.25390701e+06
1.496470,2.98228117e+01,3.91205655e-05,1.68654815e-05,5.65468185e+06
1.497564,2.96852067e+01,4.12525131e-05,1.77813277e-05,3.96173003e+06
1.498658,2.95467226e+01,4.35041783e-05,1.86936970e-05,4.00024132e+06
1.499752,2.94079999e+01,4.56672426e-05,1.95958559e-05,9.84956465e+06
1.500846,2.92696961e+01,4.80286223e-05,2.04851904e-05,5.14714131e+06
1.501939,2.91323963e+01,5.00457758e-05,2.13535410e-05,6.82781447e+06
1.503033,2.89967254e+01,5.23720380e-05,2.22012410e-05,2.98923633e+06
1.504127,2.88632247e+01,5.43572699e-05,2.30201595e-05,3.76046479e+06
1.505221,2.87324657e+01,5.63919041e-05,2.38101073e-05,3.86420343e+06
1.506315,2.86049751e+01,5.84487847e-05,2.45667513e-05,6.02117688e+06
1.507409,2.84812287e+01,6.02851643e-05,2.52852940e-05,9.13705886e+06
1.508503,2.83617255e+01,6.22713705e-05,2.59665205e-05,1.46476867e+07
1.509597,2.82469050e+01,6.42326907e-05,2.66056604e-05,8.70881620e+06
1.510691,2.81370584e+01,6.57251459e-05,2.71921617e-05,8.97860068e+06
1.511785,2.80325611e+01,6.74590557e-05,2.77339278e-05,7.76503126e+06
1.512879,2.79337108e+01,6.85316911e-05,2.82219685e-05,1.28083564e+07
1.513972,2.78408892e+01,6.97171270e-05,2.86634476e-05,1.72772266e+07
1.515066,2.77543448e+01,7.18702687e-05,2.90533395e-05,1.73387689e+07
1.516160,2.76740284e+01,7.29534469e-05,2.93701611e-05,1.87551032e+07
1.517254,2.76000262e+01,7.42382489e-05,2.96270616e-05,1.36438122e+07
1.518348,2.75322942e+01,7.50877674e-05,2.98141857e-05,1.74774056e+07
1.519442,2.74709414e+01,7.55614627e-05,2.99435184e-05,1.50343678e+07
1.520536,2.74159695e+01,7.52761610e-05,3.00043322e-05,1.85870270e+07
1.521630,2.73674814e+01,7.63900128e-05,3.00153996e-05,1.88195662e+07
1.522724,2.73253613e+01,7.66308305e-05,2.99576881e-05,1.85300164e+07
1.523818,2.72894981e+01,7.65501905e-05,2.98342132e-05,1.65127164e+07
1.524912,2.72598009e+01,7.58046547e-05,2.96490769e-05,1.80888053e+07
1.526005,2.72362531e+01,7.57633771e-05,2.94128860e-05,1.61666346e+07
1.527099,2.72186876e+01,7.45517680e-05,2.91134837e-05,1.84628209e+07
1.528193,2.72070045e+01,7.42706289e-05,2.87642109e-05,1.71077466e+07
1.529287,2.72012198e+01,7.25586360e-05,2.83718003e-05,1.51423708e+07
1.530381,2.72013845e+01,7.08297057e-05,2.79375765e-05,1.70794571e+07
1.531475,2.72072490e+01,7.10338723e-05,2.74565868e-05,1.45737748e+07
1.532569,2.72186318e+01,6.83874721e-05,2.69294630e-05,1.39606366e+07
1.533663,2.72356053e+01,6.75901220e-05,2.63778335e-05,1.33361531e+07
1.534757,2.72578957e+01,6.63051839e-05,2.57834616e-05,1.26590619e+07
1.535851,2.72853064e+01,6.39152432e-05,2.51521010e-05,1.45786064e+07
1.536945,2.73176196e+01,6.30523222e-05,2.44918700e-05,1.24689229e+07
1.538038,2.73546508e+01,6.00348888e-05,2.38030736e-05,1.21959013e+07
1.539132,2.73963664e+01,5.83321708e-05,2.30995291e-05,1.06685256e+07
1.540226,2.74425505e+01,5.63535225e-05,2.23749712e-05,1.26106699e+07
1.541320,2.74929713e+01,5.44815123e-05,2.16305873e-05,1.02926851e+07
1.542414,2.75474438e+01,5.22812804e-05,2.08729900e-05,8.63242848e+06
1.543508,2.76058906e+01,5.01184178e-05,2.01106684e-05,7.40792193e+06
1.544602,2.76680563e+01,4.83712360e-05,1.93354764e-05,7.25095128e+06
1.545696,2.77337152e+01,4.59374061e-05,1.85533188e-05,8.03852769e+06
1.546790,2.78026655e+01,4.43149882e-05,1.77683145e-05,1.19338201e+07
1.547884,2.78745891e+01,4.16622511e-05,1.69741989e-05,8.44136232e+06
1.548978,2.79494158e+01,4.00030064e-05,1.61921517e-05,7.77164856e+06
1.550072,2.80268093e+01,3.81494054e-05,1.54041134e-05,9.25619751e+06
1.551165,2.81064161e+01,3.63532438e-05,1.46152696e-05,9.88405647e+06
1.552259,2.81880591e+01,3.46908732e-05,1.38379809e-05,9.29482492e+06
1.553353,2.82714158e+01,3.23376858e-05,1.30601140e-05,2.97422473e+06
1.554447,2.83563507e+01,3.05184574e-05,1.22998321e-05,3.65705317e+06
1.555541,2.84426553e+01,2.83531327e-05,1.15500519e-05,3.99804487e+06
1.556635,2.85301460e+01,2.64694227e-05,1.08159029e-05,2.69174881e+06
1.557729,2.86185970e+01,2.52802697e-05,1.00977193e-05,4.48592351e+06
1.558823,2.87077274e+01,2.32883530e-05,9.39144975e-06,3.50480271e+06
1.559917,2.87974079e+01,2.14865361e-05,8.70717066e-06,9.01481983e+06
1.561011,2.88874969e+01,1.97946724e-05,8.04461513e-06,3.43684012e+06
1.562105,2.89777632e+01,1.83527272e-05,7.40080361e-06,4.22388349e+06
1.563198,2.90679940e+01,1.69862984e-05,6.77905505e-06,8.90159798e+06
1.564292,2.91580064e+01,1.53846002e-05,6.18054573e-06,3.94304768e+06
1.565386,2.92476091e+01,1.41861990e-05,5.60676643e-06,4.28207311e+06
1.566480,2.93366068e+01,1.25695748e-05,5.05852078e-06,3.54418248e+06
1.567574,2.94248359e+01,1.14910528e-05,4.53964353e-06,3.08347473e+06
1.568668,2.95121017e+01,1.03657044e-05,4.05091253e-06,4.90362106e+06
1.569762,2.95982283e+01,9.42533157e-06,3.59597670e-06,9.55474674e+06
1.570856,2.96830376e+01,8.41383002e-06,3.17849291e-06,7.05421576e+06
1.571950,2.97663612e+01,7.34474672e-06,2.80397820e-06,8.64537451e+06
1.573044,2.98480553e+01,6.53966041e-06,2.48095724e-06,3.31857185e+06
1.574138,2.99279557e+01,5.76007330e-06,2.21724960e-06,6.04248920e+06
1.575231,3.00059191e+01,5.28854436e-06,2.02369583e-06,1.06745632e+07
1.576325,3.00817952e+01,4.82819987e-06,1.90789071e-06,4.80491804e+06
1.577419,3.01554428e+01,4.55622431e-06,1.87186517e-06,7.81352195e+06
1.578513,3.02267271e+01,4.54356709e-06,1.90932918e-06,8.93964555e+06
1.579607,3.02955055e+01,4.65884053e-06,2.00675449e-06,6.06162233e+06
1.580701,3.03616343e+01,4.87716238e-06,2.14855118e-06,3.00223882e+06
1.581795,3.04249797e+01,5.21900832e-06,2.32050461e-06,2.99763496e+06
1.582889,3.04854146e+01,5.66150357e-06,2.51158297e-06,3.33336660e+06
1.583983,3.05428284e+01,6.16468812e-06,2.71339358e-06,4.28192926e+06
1.585077,3.05971082e+01,6.64999963e-06,2.92082631e-06,4.80757059e+06
1.586171,3.06481361e+01,7.06378220e-06,3.13073626e-06,4.97683871e+06
1.587264,3.06957998e+01,7.61980601e-06,3.34119979e-06,9.17527287e+06
1.588358,3.07400061e+01,8.17552642e-06,3.55024296e-06,4.26667506e+06
1.589452,3.07806590e+01,8.68257959e-06,3.75759537e-06,6.87947139e+06
1.590546,3.08176694e+01,9.14700770e-06,3.96267287e-06,3.90164971e+06
1.591640,3.08509534e+01,9.72445157e-06,4.16569848e-06,6.29180206e+06
1.592734,3.08804410e+01,1.02738431e-05,4.36615573e-06,5.69405035e+06
1.593828,3.09060725e+01,1.07755607e-05,4.56435452e-06,5.76723160e+06
1.594922,3.09277897e+01,1.12590257e-05,4.76058959e-06,8.95509767e+05
1.596016,3.09455428e+01,1.17771351e-05,4.95512423e-06,4.34735740e+06
1.597110,3.09592945e+01,1.22899779e-05,5.14767724e-06,5.77799276e+06
1.598204,3.09690151e+01,1.27676264e-05,5.33846696e-06,6.01084610e+06
1.599298,3.09746834e+01,1.32662282e-05,5.52774986e-06,5.14854038e+06
1.600391,3.09762851e+01,1.37716835e-05,5.71546241e-06,3.05749407e+06
1.601485,3.09738048e+01,1.42923165e-05,5.90156004e-06,4.31984582e+06
1.602579,3.09672314e+01,1.48040643e-05,6.08573577e-06,6.13644942e+06
1.603673,3.09565658e+01,1.53001426e-05,6.26804395e-06,4.35610155e+06
1.604767,3.09418125e+01,1.57759353e-05,6.44857358e-06,6.64854370e+06
1.605861,3.09229835e+01,1.63182939e-05,6.62692169e-06,6.45451713e+06
1.606955,3.09001006e+01,1.67594236e-05,6.80311764e-06,2.03889997e+06
1.608049,3.08731868e+01,1.72673431e-05,6.97729228e-06,5.62149276e+06
1.609143,3.08422851e+01,1.77351407e-05,7.14900259e-06,4.40912481e+06
1.610237,3.08074458e+01,1.82044965e-05,7.31834619e-06,6.58895946e+06
1.611331,3.07687120e+01,1.87120212e-05,7.48502668e-06,3.93061232e+06
1.612424,3.07261226e+01,1.91972918e-05,7.64864759e-06,6.29834706e+06
1.613518,3.06797295e+01,1.96643000e-05,7.80918993e-06,5.20289601e+06
1.614612,3.06295887e+01,2.01867215e-05,7.96654931e-06,4.70560761e+06
1.615706,3.05757373e+01,2.06980165e-05,8.12000255e-06,9.07062154e+06
1.616800,3.05182237e+01,2.11609506e-05,8.26959268e-06,4.46953341e+06
1.617894,3.04571108e+01,2.16180149e-05,8.41548703e-06,5.06772300e+06
1.618988,3.03924605e+01,2.20924721e-05,8.55730227e-06,6.93791900e+06
1.620082,3.03243348e+01,2.25469772e-05,8.69501050e-06,4.93376812e+06
1.621176,3.02527905e+01,2.30451399e-05,8.82821067e-06,3.11621286e+06
1.622270,3.01778888e+01,2.34835842e-05,8.95676734e-06,3.67559465e+06
1.623364,3.00997039e+01,2.38716417e-05,9.08067682e-06,3.78368764e+06
1.624457,3.00183072e+01,2.43568107e-05,9.20001972e-06,5.20695911e+06
1.625551,2.99337755e+01,2.47771275e-05,9.31426561e-06,4.41116101e+06
1.626645,2.98461811e+01,2.52030915e-05,9.42353590e-06,3.23895112e+06
1.627739,2.97555941e+01,2.56983674e-05,9.52771330e-06,9.31003094e+06
1.628833,2.96620716e+01,2.62164608e-05,9.62579895e-06,3.41762574e+06
1.629927,2.95656355e+01,2.65911083e-05,9.71713048e-06,3.42018136e+06
1.631021,2.94663430e+01,2.70703221e-05,9.80268083e-06,4.77933258e+06
1.632115,2.93642336e+01,2.75715996e-05,9.88180220e-06,4.27791118e+06
1.633209,2.92592891e+01,2.83324742e-05,9.95240251e-06,5.56167776e+06
1.634303,2.91514917e+01,2.87832803e-05,1.00145189e-05,3.78277151e+06
1.635397,2.90408916e+01,2.90948506e-05,1.00696769e-05,4.38839190e+06
1.636490,2.89275387e+01,2.94589762e-05,1.01181459e-05,3.38932274e+06
1.637584,2.88115002e+01,2.97149765e-05,1.01600030e-05,3.60701855e+06
1.638678,2.86928658e+01,3.00747320e-05,1.01957511e-05,3.46021970e+06
1.639772,2.85716740e+01,3.03322010e-05,1.02238525e-05,3.25646239e+06
1.640866,2.84479699e+01,3.08067935e-05,1.02449996e-05,3.69074673e+06
1.641960,2.83217405e+01,3.12689037e-05,1.02573311e-05,3.40509822e+06
1.643054,2.81930031e+01,3.15043404e-05,1.02610865e-05,5.97243959e+06
1.644148,2.80617966e+01,3.18455795e-05,1.02573067e-05,6.80852065e+06
1.645242,2.79280948e+01,3.23805810e-05,1.02441984e-05,8.88806416e+06
1.646336,2.77918474e+01,3.27785642e-05,1.02209153e-05,8.37992835e+06
1.647430,2.76530380e+01,3.30967439e-05,1.01882598e-05,6.97900442e+06
1.648523,2.75116758e+01,3.37970181e-05,1.01477777e-05,1.13550577e+07
1.649617,2.73675830e+01,3.40562214e-05,1.00917321e-05,1.00613197e+07
1.650711,2.72208038e+01,3.42164582e-05,1.00291653e-05,1.13336221e+07
1.651805,2.70713150e+01,3.47377112e-05,9.95645430e-06,7.26962819e+06
1.652899,2.69190533e+01,3.50882807e-05,9.87319970e-06,1.22486272e+07
1.653993,2.67638944e+01,3.54875580e-05,9.77714280e-06,9.94008185e+06
1.655087,2.66058197e+01,3.54181684e-05,9.67194335e-06,1.28384724e+07
1.656181,2.64448613e+01,3.55233374e-05,9.55871984e-06,1.42364233e+07
1.657275,2.62809743e+01,3.59869933e-05,9.43599160e-06,1.34419594e+07
1.658369,2.61140292e+01,3.63994910e-05,9.30090677e-06,1.32722898e+07
1.659463,2.59439125e+01,3.64083785e-05,9.15384911e-06,1.40478438e+07
1.660557,2.57706478e+01,3.62094076e-05,8.99917751e-06,1.66892605e+07
1.661650,2.55942298e+01,3.64451400e-05,8.83667233e-06,1.80267306e+07
1.662744,2.54146265e+01,3.60666560e-05,8.66517088e-06,1.72413998e+07
1.663838,2.52319644e+01,3.56141327e-05,8.48935564e-06,1.83397761e+07
1.664932,2.50463171e+01,3.57984172e-05,8.30863429e-06,1.68565004e+07
1.666026,2.48577052e+01,3.56045177e-05,8.12141812e-06,1.77265671e+07
1.667120,2.46661609e+01,3.51823020e-05,7.92742117e-06,1.85242908e+07
1.668214,2.44717689e+01,3.48205379e-05,7.72983554e-06,1.92375773e+07
1.669308,2.42746247e+01,3.40783112e-05,7.52826253e-06,1.97605812e+07
1.670402,2.40748798e+01,3.37742265e-05,7.32561102e-06,1.92370003e+07
1.671496,2.38726160e+01,3.39875869e-05,7.12085756e-06,2.08968615e+07
1.672590,2.36678154e+01,3.23571072e-05,6.90853027e-06,1.97431456e+07
1.673683,2.34608214e+01,3.21848076e-05,6.70299360e-06,2.05283049e+07
1.674777,2.32516765e+01,3.19432301e-05,6.49432423e-06,2.06446437e+07
1.675871,2.30404379e+01,3.15623374e-05,6.28460875e-06,2.06719721e+07
1.676965,2.28272738e+01,3.01444341e-05,6.07579393e-06,1.83102154e+07
1.678059,2.26126785e+01,2.93896185e-05,5.87729983e-06,2.06023306e+07
1.679153,2.23968316e+01,2.81657312e-05,5.67947730e-06,2.05252184e+07
1.680247,2.21799767e+01,2.74387570e-05,5.48723075e-06,1.80160716e+07
1.681341,2.19624457e+01,2.67665559e-05,5.30188963e-06,1.91733694e+07
1.682435,2.17443903e+01,2.56816448e-05,5.11876398e-06,1.82103424e+07
1.683529,2.15261836e+01,2.49074184e-05,4.94447597e-06,1.85055441e+07
1.684623,2.13080247e+01,2.36617376e-05,4.77393164e-06,1.80581200e+07
1.685716,2.10902401e+01,2.24812059e-05,4.61115716e-06,1.65355433e+07
1.686810,2.08732897e+01,2.09243043e-05,4.45699063e-06,1.68610777e+07
1.687904,2.06576323e+01,2.03431533e-05,4.31137603e-06,1.54338368e+07
1.688998,2.04434493e+01,1.90211973e-05,4.17002539e-06,1.49712553e+07
1.690092,2.02311207e+01,1.81816917e-05,4.03600351e-06,1.43820831e+07
1.691186,2.00208299e+01,1.73060920e-05,3.90690880e-06,1.41056678e+07
1.692280,1.98127614e+01,1.64083284e-05,3.78331665e-06,1.31121360e+07
1.693374,1.96072225e+01,1.58556222e-05,3.66572151e-06,1.26312438e+07
1.694468,1.94043673e+01,1.49278579e-05,3.55290916e-06,1.22953144e+07
1.695562,1.92044496e+01,1.39112414e-05,3.44535071e-06,1.14415603e+07
1.696656,1.90077088e+01,1.31228891e-05,3.34281149e-06,1.11850597e+07
1.697749,1.88143475e+01,1.20822639e-05,3.24513481e-06,1.08338974e+07
1.698843,1.86245427e+01,1.16163674e-05,3.15201126e-06,1.14158021e+07
1.699937,1.84384054e+01,1.12436846e-05,3.06320588e-06,9.16378048e+06
1.701031,1.82559670e+01,1.03548605e-05,2.97999952e-06,8.53389371e+06
1.702125,1.80773770e+01,1.00757954e-05,2.90096209e-06,8.65417434e+06
1.703219,1.79027195e+01,9.07053103e-06,2.82730914e-06,8.56435567e+06
1.704313,1.77322150e+01,8.49351143e-06,2.75685154e-06,8.95629309e+06
1.705407,1.75659314e+01,8.18859456e-06,2.69091202e-06,9.14188726e+06
1.706501,1.74038547e+01,7.78203278e-06,2.63076886e-06,6.71031014e+06
1.707595,1.72459939e+01,7.35564974e-06,2.57606226e-06,7.17206220e+06
1.708689,1.70923920e+01,6.98690835e-06,2.52618332e-06,6.11262536e+06
1.709782,1.69430605e+01,6.53388837e-06,2.48200300e-06,5.52123306e+06
1.710876,1.67980343e+01,6.10143580e-06,2.44274702e-06,4.93561984e+06
1.711970,1.66573498e+01,5.82177039e-06,2.40766349e-06,4.89842308e+06
1.713064,1.65209808e+01,5.55984328e-06,2.37818733e-06,3.89788547e+06
1.714158,1.63888874e+01,5.27622188e-06,2.35473285e-06,4.41986527e+06
1.715252,1.62610800e+01,5.04498064e-06,2.33536551e-06,3.50716574e+06
1.716346,1.61375265e+01,4.87894744e-06,2.32070795e-06,4.15139720e+06
1.717440,1.60181567e+01,4.73813070e-06,2.31164509e-06,2.86330765e+06
1.718534,1.59029128e+01,4.65262677e-06,2.30760599e-06,2.86909412e+06
1.719628,1.57917435e+01,4.59230058e-06,2.30751552e-06,3.73194663e+06
1.720722,1.56845518e+01,4.54435650e-06,2.31231895e-06,2.31500414e+06
1.721816,1.55812351e+01,4.52317275e-06,2.32156716e-06,3.23180044e+06
1.722909,1.54817016e+01,4.53384878e-06,2.33489159e-06,3.48584795e+06
1.724003,1.53858592e+01,4.59411202e-06,2.35163494e-06,2.65804765e+06
1.725097,1.52936152e+01,4.63306667e-06,2.37118954e-06,5.38020835e+06
1.726191,1.52048437e+01,4.65881827e-06,2.39423173e-06,2.58799343e+06
1.727285,1.51194382e+01,4.86397752e-06,2.41965099e-06,5.45436409e+06
1.728379,1.50373042e+01,4.98516516e-06,2.44648145e-06,4.89135981e+06
1.729473,1.49583201e+01,5.07972778e-06,2.47479348e-06,3.19913389e+06
1.730567,1.48823570e+01,5.18422603e-06,2.50454748e-06,4.58552622e+06
1.731661,1.48092849e+01,5.34018473e-06,2.53548482e-06,3.48164651e+06
1.732755,1.47389882e+01,5.49440381e-06,2.56647272e-06,7.32349791e+06
1.733849,1.46713271e+01,5.65076034e-06,2.59831194e-06,3.25650235e+06
1.734942,1.46061686e+01,5.79403763e-06,2.62990928e-06,2.20909006e+06
1.736036,1.45433811e+01,5.91763678e-06,2.66124686e-06,2.54561120e+06
1.737130,1.44828256e+01,6.02653930e-06,2.69245423e-06,6.92182378e+06
1.738224,1.44243531e+01,6.14502590e-06,2.72374910e-06,2.09736699e+06
1.739318,1.43678308e+01,6.32478386e-06,2.75439136e-06,4.37312439e+06
1.740412,1.43131242e+01,6.44668024e-06,2.78464620e-06,3.00674140e+06
1.741506,1.42600947e+01,6.57718667e-06,2.81460219e-06,3.26800228e+06
1.742600,1.42086061e+01,6.72841233e-06,2.84446694e-06,4.06857645e+06
1.743694,1.41585244e+01,6.86395350e-06,2.87446579e-06,2.04163948e+06
1.744788,1.41097202e+01,6.98503361e-06,2.90481050e-06,1.76543890e+06
1.745882,1.40620642e+01,7.07822247e-06,2.93598975e-06,2.13517210e+06
1.746975,1.40154281e+01,7.26540306e-06,2.96839429e-06,2.88637067e+06
1.748069,1.39696881e+01,7.41171961e-06,3.00230609e-06,6.87541097e+06
1.749163,1.39247252e+01,7.57730055e-06,3.03835590e-06,2.62102868e+06
1.750257,1.38804294e+01,7.71890145e-06,3.07675978e-06,8.03381058e+06
1.751351,1.38366898e+01,7.87223059e-06,3.11830120e-06,5.50829178e+06
1.752445,1.37934046e+01,8.03601714e-06,3.16321143e-06,4.57424589e+06
1.753539,1.37504836e+01,8.22840685e-06,3.21192874e-06,4.92911455e+06
1.754633,1.37078386e+01,8.40963674e-06,3.26468998e-06,6.98740500e+06
1.755727,1.36653805e+01,8.60843373e-06,3.32183319e-06,7.55552269e+06
1.756821,1.36230330e+01,8.84794828e-06,3.38350756e-06,7.59843620e+05
1.757915,1.35807271e+01,9.06531052e-06,3.44955493e-06,4.38945571e+06
1.759008,1.35383927e+01,9.30515369e-06,3.52021601e-06,4.48408333e+06
1.760102,1.34959736e+01,9.53933164e-06,3.59543880e-06,7.13527848e+06
1.761196,1.34534178e+01,9.80070062e-06,3.67512656e-06,5.23407068e+06
1.762290,1.34106814e+01,1.00663834e-05,3.75897181e-06,2.91254825e+06
1.763384,1.33677233e+01,1.03560074e-05,3.84677710e-06,6.15603508e+06
1.764478,1.33245076e+01,1.06525333e-05,3.93818441e-06,2.54405828e+06
1.765572,1.32810056e+01,1.09505314e-05,4.03287755e-06,5.22073722e+06
1.766666,1.32371888e+01,1.12672537e-05,4.13052299e-06,1.54689385e+06
1.767760,1.31930360e+01,1.15793619e-05,4.23075668e-06,5.02959170e+06
1.768854,1.31485287e+01,1.19218249e-05,4.33319058e-06,8.18742757e+06
1.769948,1.31036388e+01,1.23178487e-05,4.43716485e-06,3.47113268e+06
1.771041,1.30583420e+01,1.26591860e-05,4.54225647e-06,3.82278834e+06
1.772135,1.30126347e+01,1.30030185e-05,4.64838103e-06,3.87511860e+06
1.773229,1.29665103e+01,1.33645290e-05,4.75514674e-06,3.71007188e+06
1.774323,1.29199648e+01,1.37238578e-05,4.86209603e-06,6.93635042e+06
1.775417,1.28729951e+01,1.41200170e-05,4.96884295e-06,5.47107979e+06
1.776511,1.28255906e+01,1.45121024e-05,5.07477397e-06,4.63079962e+06
1.777605,1.27777490e+01,1.48857190e-05,5.17969093e-06,2.71657970e+06
1.778699,1.27294771e+01,1.52607649e-05,5.28332372e-06,3.42085443e+06
1.779793,1.26807755e+01,1.56694132e-05,5.38524194e-06,2.78902497e+06
1.780887,1.26316397e+01,1.60562132e-05,5.48494232e-06,2.74009704e+06
1.781981,1.25820695e+01,1.64807282e-05,5.58211636e-06,2.60665404e+06
1.783075,1.25320508e+01,1.69244221e-05,5.67615413e-06,2.58472909e+06
1.784168,1.24815664e+01,1.73423645e-05,5.76647143e-06,2.67579556e+06
1.785262,1.24305942e+01,1.78239712e-05,5.85265047e-06,2.29214589e+06
1.786356,1.23791150e+01,1.81915020e-05,5.93429566e-06,2.51159303e+06
1.787450,1.23271278e+01,1.85948783e-05,6.01160518e-06,5.20812874e+06
1.788544,1.22746315e+01,1.89806470e-05,6.08418507e-06,3.46404121e+06
1.789638,1.22216268e+01,1.91115928e-05,6.15136606e-06,3.43753873e+06
1.790732,1.21681343e+01,1.96911679e-05,6.21429295e-06,6.31734735e+06
1.791826,1.21141199e+01,2.01094141e-05,6.27056095e-06,3.69438523e+06
1.792920,1.20595572e+01,2.03926641e-05,6.31993580e-06,4.13291733e+06
1.794014,1.20044471e+01,2.08230602e-05,6.36323197e-06,4.07468493e+06
1.795108,1.19487512e+01,2.12107963e-05,6.39882740e-06,4.46361075e+06
1.796201,1.18924388e+01,2.15720281e-05,6.42676261e-06,8.18103411e+06
1.797295,1.18355037e+01,2.19228126e-05,6.44728934e-06,6.44922521e+06
1.798389,1.17779160e+01,2.21598663e-05,6.45897091e-06,7.00298726e+06
1.799483,1.17196654e+01,2.24794324e-05,6.46275162e-06,9.32772446e+06
1.800577,1.16607352e+01,2.27920721e-05,6.45797622e-06,6.08899063e+06
1.801671,1.16010654e+01,2.31290302e-05,6.44289878e-06,9.16575762e+06
1.802765,1.15405999e+01,2.34824637e-05,6.41768583e-06,1.47451098e+07
1.803859,1.14793136e+01,2.38620843e-05,6.38312525e-06,1.17062746e+07
1.804953,1.14171071e+01,2.42349549e-05,6.33602195e-06,1.30647214e+07
1.806047,1.13539115e+01,2.44691840e-05,6.27765445e-06,1.39124356e+07
1.807141,1.12896887e+01,2.46389453e-05,6.20826510e-06,1.35091546e+07
1.808234,1.12244132e+01,2.46002475e-05,6.12786109e-06,1.32008323e+07
1.809328,1.11581023e+01,2.47884696e-05,6.03849220e-06,1.27986111e+07
1.810422,1.10907567e+01,2.44657738e-05,5.93816209e-06,1.25012596e+07
1.811516,1.10224586e+01,2.44485512e-05,5.83056976e-06,1.81613222e+07
1.812610,1.09533331e+01,2.42191946e-05,5.71671744e-06,1.39319292e+07
1.813704,1.08834213e+01,2.39575618e-05,5.59263464e-06,1.54302369e+07
1.814798,1.08128276e+01,2.35392820e-05,5.46214365e-06,1.43193232e+07
1.815892,1.07416385e+01,2.35277834e-05,5.32439120e-06,1.57833416e+07
1.816986,1.06699285e+01,2.30494725e-05,5.17867937e-06,1.78498969e+07
1.818080,1.05979008e+01,2.25975225e-05,5.02969792e-06,1.53188937e+07
1.819174,1.05256758e+01,2.21173021e-05,4.87406333e-06,1.70005613e+07
1.820267,1.04534877e+01,2.12028026e-05,4.71671543e-06,1.74661779e+07
1.821361,1.03816270e+01,2.04962733e-05,4.55930988e-06,1.67804012e+07
1.822455,1.03102748e+01,2.01372173e-05,4.39927934e-06,1.66163492e+07
1.823549,1.02396173e+01,1.92571974e-05,4.23677494e-06,1.78990607e+07
1.824643,1.01699460e+01,1.84816362e-05,4.07623623e-06,1.44750258e+07
1.825737,1.01014525e+01,1.77819500e-05,3.91429420e-06,1.44988321e+07
1.826831,1.00343133e+01,1.68991018e-05,3.75168989e-06,1.38044997e+07
1.827925,9.96883700e+00,1.61320033e-05,3.59484060e-06,1.36765428e+07
1.829019,9.90523232e+00,1.49541137e-05,3.43809155e-06,1.23823018e+07
1.830113,9.84373790e+00,1.45761153e-05,3.28751588e-06,1.17856231e+07
1.831207,9.78447590e+00,1.38590619e-05,3.13735328e-06,1.13720008e+07
1.832300,9.72760422e+00,1.29812625e-05,2.99014156e-06,1.08113530e+07
1.833394,9.67332284e+00,1.22132110e-05,2.84943497e-06,1.13876948e+07
1.834488,9.62172419e+00,1.15625463e-05,2.71093756e-06,1.25991555e+07
1.835582,9.57287996e+00,1.08579739e-05,2.57580185e-06,8.77449424e+06
1.836676,9.52691267e+00,1.00520640e-05,2.44684798e-06,8.60073783e+06
1.837770,9.48390541e+00,9.42705655e-06,2.32280593e-06,8.15760335e+06
1.838864,9.44388529e+00,8.91803014e-06,2.20260617e-06,9.93491173e+06
1.839958,9.40684560e+00,8.49037130e-06,2.08504487e-06,7.01435137e+06
1.841052,9.37272319e+00,8.00232667e-06,1.96705647e-06,6.77126132e+06
1.842146,9.34145712e+00,7.37509226e-06,1.84926910e-06,1.05824106e+07
1.843240,9.31298358e+00,7.13605346e-06,1.73248572e-06,6.76262149e+06
1.844334,9.28719215e+00,6.48686860e-06,1.61278968e-06,8.34859205e+06
1.845427,9.26399799e+00,6.08431580e-06,1.49271429e-06,4.85586144e+06
1.846521,9.24329508e+00,5.40694809e-06,1.37054380e-06,7.86117293e+06
1.847615,9.22500316e+00,4.95152663e-06,1.24893287e-06,4.80157667e+06
1.848709,9.20897473e+00,4.56046232e-06,1.12403747e-06,9.41826375e+06
1.849803,9.19502933e+00,4.12708767e-06,9.95095434e-07,3.05530527e+06
1.850897,9.18300919e+00,3.47457679e-06,8.64710289e-07,3.75907373e+06
1.851991,9.17275833e+00,3.14004048e-06,7.35175048e-07,7.60704360e+06
1.853085,9.16409207e+00,2.56401369e-06,6.06943626e-07,4.62851935e+06
1.854179,9.15682091e+00,2.23944459e-06,4.84554434e-07,5.44254430e+06
