time_orbits,dist_km,u_p_norm,u_e_norm
0.393808,6.26807166e+02,4.37932203e-04,2.18966102e-04
0.395996,6.20117575e+02,4.68475135e-04,2.34237567e-04
0.398184,6.13440726e+02,5.00782749e-04,2.50391374e-04
0.400371,6.06829747e+02,5.34948040e-04,2.67474020e-04
0.402559,6.00339484e+02,5.71055904e-04,2.85527952e-04
0.404747,5.94025888e+02,6.09174395e-04,3.04587198e-04
0.406935,5.87945306e+02,6.49343893e-04,3.24671946e-04
0.409123,5.82153665e+02,6.91564293e-04,3.45782147e-04
0.411310,5.76705548e+02,7.35780657e-04,3.67890328e-04
0.413498,5.71653190e+02,7.81867973e-04,3.90933987e-04
0.415686,5.67045402e+02,8.29616029e-04,4.14808014e-04
0.417874,5.62926469e+02,8.78715609e-04,4.39357805e-04
0.420062,5.59335037e+02,9.28747431e-04,4.64373716e-04
0.422250,5.56303055e+02,9.79175238e-04,4.89587619e-04
0.424437,5.53854809e+02,1.02934436e-03,5.14672178e-04
0.426625,5.52006092e+02,1.07848666e-03,5.39243332e-04
0.428813,5.50763563e+02,1.12573246e-03,5.62866232e-04
0.431001,5.50124328e+02,1.17012914e-03,5.85064570e-04
0.433189,5.50075761e+02,1.21066584e-03,6.05332919e-04
0.435376,5.50595582e+02,1.24630293e-03,6.23151466e-04
0.437564,5.51652186e+02,1.27600458e-03,6.38002290e-04
0.439752,5.53205205e+02,1.29877254e-03,6.49386272e-04
0.441940,5.55206263e+02,1.31367958e-03,6.56839792e-04
0.444128,5.57599904e+02,1.31990092e-03,6.59950461e-04
0.446316,5.60324624e+02,1.31674283e-03,6.58371414e-04
0.448503,5.63313986e+02,1.30366787e-03,6.51833936e-04
0.450691,5.66497751e+02,1.28031687e-03,6.40158437e-04
0.452879,5.69803013e+02,1.24652812e-03,6.23264058e-04
0.455067,5.73155274e+02,1.20235469e-03,6.01177346e-04
0.457255,5.76479460e+02,1.14808117e-03,5.74040587e-04
0.459443,5.79700832e+02,1.08424090e-03,5.42120451e-04
0.461630,5.82745790e+02,1.01163520e-03,5.05817599e-04
0.463818,5.85542543e+02,9.31355447e-04,4.65677723e-04
0.466006,5.88021621e+02,8.44807791e-04,4.22403895e-04
0.468194,5.90116235e+02,7.53737376e-04,3.76868688e-04
0.470382,5.91762436e+02,6.60242965e-04,3.30121483e-04
0.472569,5.92899106e+02,5.66762218e-04,2.83381109e-04
0.474757,5.93467756e+02,4.75994374e-04,2.37997187e-04
0.476945,5.93412245e+02,3.90720633e-04,1.95360317e-04
0.479133,5.92678513e+02,3.13505553e-04,1.56752777e-04
0.481321,5.91214574e+02,2.46333227e-04,1.23166614e-04
0.483509,5.88970988e+02,1.90318189e-04,9.51590944e-05
0.485696,5.85901988e+02,1.45641631e-04,7.28208155e-05
0.487884,5.81967242e+02,1.11753471e-04,5.58767357e-05
0.490072,5.77134081e+02,8.77458207e-05,4.38729104e-05
0.492260,5.71379913e+02,7.27458753e-05,3.63729376e-05
0.494448,5.64694502e+02,6.61240777e-05,3.30620389e-05
0.496635,5.57081859e+02,6.72798522e-05,3.36399261e-05
0.498823,5.48561544e+02,7.52272152e-05,3.76136076e-05
0.501011,5.39169299e+02,8.86442439e-05,4.43221220e-05
0.503199,5.28957061e+02,1.06285829e-04,5.31429144e-05
0.505387,5.17992486e+02,1.27247272e-04,6.36236362e-05
0.507575,5.06358101e+02,1.51021905e-04,7.55109525e-05
0.509762,4.94150185e+02,1.77456635e-04,8.87283177e-05
0.511950,4.81477428e+02,2.06635056e-04,1.03317528e-04
0.514138,4.68459492e+02,2.38705572e-04,1.19352786e-04
0.516326,4.55225522e+02,2.73723282e-04,1.36861641e-04
0.518514,4.41912637e+02,3.11583582e-04,1.55791791e-04
0.520702,4.28664293e+02,3.52050761e-04,1.76025380e-04
0.522889,4.15628347e+02,3.94815447e-04,1.97407724e-04
0.525077,4.02954691e+02,4.39519740e-04,2.19759870e-04
0.527265,3.90792321e+02,4.85731927e-04,2.42865963e-04
0.529453,3.79285823e+02,5.32883688e-04,2.66441844e-04
0.531641,3.68571322e+02,5.80193198e-04,2.90096599e-04
0.533828,3.58772044e+02,6.26598762e-04,3.13299381e-04
0.536016,3.49993763e+02,6.70726399e-04,3.35363199e-04
0.538204,3.42320505e+02,7.10911412e-04,3.55455706e-04
0.540392,3.35810988e+02,7.45286112e-04,3.72643056e-04
