time_orbits,dist_km,u_p_norm,u_e_norm
0.223158,9.80477350e+02,2.72276551e-04,1.35340786e-04
0.224252,9.73119023e+02,2.79299249e-04,1.38916246e-04
0.225346,9.65735916e+02,2.86401190e-04,1.42483935e-04
0.226440,9.58333195e+02,2.93502567e-04,1.46033745e-04
0.227533,9.50916036e+02,3.00788225e-04,1.49572629e-04
0.228627,9.43489650e+02,3.07983281e-04,1.53084409e-04
0.229721,9.36059371e+02,3.15016674e-04,1.56572072e-04
0.230815,9.28630640e+02,3.21853609e-04,1.60035940e-04
0.231909,9.21209019e+02,3.28833656e-04,1.63509530e-04
0.233003,9.13800214e+02,3.35966125e-04,1.66990310e-04
0.234097,9.06409984e+02,3.43118254e-04,1.70466964e-04
0.235191,8.99044156e+02,3.49995362e-04,1.73925122e-04
0.236285,8.91708444e+02,3.57311874e-04,1.77369618e-04
0.237379,8.84408598e+02,3.63765535e-04,1.80813221e-04
0.238473,8.77150764e+02,3.70719155e-04,1.84263087e-04
0.239566,8.69940736e+02,3.77964164e-04,1.87715601e-04
0.240660,8.62784418e+02,3.84572794e-04,1.91196496e-04
0.241754,8.55688003e+02,3.91308668e-04,1.94711662e-04
0.242848,8.48657510e+02,3.98478143e-04,1.98231713e-04
0.243942,8.41698828e+02,4.05911890e-04,2.01803355e-04
0.245036,8.34817927e+02,4.13116304e-04,2.05379885e-04
0.246130,8.28020825e+02,4.19644819e-04,2.09016315e-04
0.247224,8.21313443e+02,4.27479221e-04,2.12682250e-04
0.248318,8.14701507e+02,4.35515583e-04,2.16389835e-04
0.249412,8.08190349e+02,4.43783964e-04,2.20089310e-04
0.250506,8.01785337e+02,4.51327720e-04,2.23841822e-04
0.251599,7.95492034e+02,4.59477833e-04,2.27655346e-04
0.252693,7.89315833e+02,4.67159123e-04,2.31537992e-04
0.253787,7.83261935e+02,4.76620945e-04,2.35436699e-04
0.254881,7.77334758e+02,4.84205380e-04,2.39365230e-04
0.255975,7.71539596e+02,4.91322050e-04,2.43432566e-04
0.257069,7.65881678e+02,4.99301354e-04,2.47544614e-04
0.258163,7.60365881e+02,5.07976908e-04,2.51742951e-04
0.259257,7.54996392e+02,5.16770126e-04,2.55924479e-04
0.260351,7.49777151e+02,5.26239772e-04,2.60117232e-04
0.261445,7.44711754e+02,5.34944437e-04,2.64336231e-04
0.262539,7.39803833e+02,5.43365829e-04,2.68594823e-04
0.263632,7.35056322e+02,5.54830008e-04,2.72731403e-04
0.264726,7.30471593e+02,5.61543966e-04,2.76947825e-04
0.265820,7.26052825e+02,5.71374456e-04,2.81159704e-04
0.266914,7.21802026e+02,5.79747600e-04,2.85303089e-04
0.268008,7.17721480e+02,5.88673074e-04,2.89464308e-04
0.269102,7.13812830e+02,5.97453065e-04,2.93530278e-04
0.270196,7.10077246e+02,6.05958801e-04,2.97483961e-04
0.271290,7.06515398e+02,6.15629069e-04,3.01307417e-04
0.272384,7.03127557e+02,6.23841831e-04,3.05011619e-04
0.273478,6.99913925e+02,6.31227699e-04,3.08611212e-04
0.274572,6.96874247e+02,6.39894914e-04,3.12020226e-04
