time_orbits,dist,err_x,err_y,err_z,err_vx,err_vy,err_vz,P_trace,u_p_norm
0.118142,1.12748682e+03,-9.28601592e-01,-8.39732098e+00,-3.05222226e+00,-2.76495562e-03,6.50568985e-03,7.81427029e-04,4.17887080e+00,1.12972990e-03
0.119783,1.13112209e+03,-1.15196465e+00,-8.20019929e+00,-2.96189866e+00,-2.77769557e-03,6.42480633e-03,1.28475987e-03,4.18204650e+00,1.09577552e-03
0.121424,1.13455002e+03,-9.27115000e-01,-8.43802532e+00,-2.88973119e+00,-2.21589562e-03,5.77046353e-03,1.69145953e-03,4.18595994e+00,1.06298853e-03
0.123065,1.13776221e+03,-9.57049416e-01,-8.46506745e+00,-2.89979850e+00,-2.15565302e-03,5.41295235e-03,1.48105095e-03,4.19174032e+00,1.03209877e-03
0.124706,1.14075057e+03,-8.60849705e-01,-8.44934010e+00,-2.94283631e+00,-1.66633042e-03,5.67736408e-03,1.10680712e-03,4.19948642e+00,1.00105083e-03
0.126347,1.14350780e+03,-8.36736350e-01,-8.44158513e+00,-2.98917240e+00,-1.40986717e-03,5.59582919e-03,8.08420412e-04,4.20889041e+00,9.68705222e-04
0.127988,1.14602731e+03,-9.92689048e-01,-8.11436456e+00,-2.95519999e+00,-1.17059308e-03,6.32135646e-03,9.62430237e-04,4.21962435e+00,9.36692079e-04
0.129628,1.14830313e+03,-1.40180122e+00,-7.58992645e+00,-2.89131280e+00,-1.49956308e-03,6.92635124e-03,1.15929586e-03,4.23197327e+00,9.04282104e-04
0.131269,1.15033003e+03,-1.69134485e+00,-7.30879920e+00,-2.82500531e+00,-1.81996272e-03,6.84264747e-03,1.37295252e-03,4.24459345e+00,8.71790737e-04
0.132910,1.15210279e+03,-1.68638709e+00,-7.26051745e+00,-2.92861795e+00,-1.57383937e-03,6.90145285e-03,7.05917868e-04,4.25794495e+00,8.41189495e-04
0.134551,1.15361604e+03,-1.80321273e+00,-7.13866406e+00,-2.87673335e+00,-1.58459530e-03,6.70197796e-03,9.95211763e-04,4.27302984e+00,8.10571209e-04
0.136192,1.15486488e+03,-2.01846192e+00,-6.86959097e+00,-2.82461739e+00,-1.73551271e-03,6.82607057e-03,1.11812302e-03,4.28921645e+00,7.80148581e-04
0.137833,1.15584492e+03,-1.84693376e+00,-6.84286155e+00,-2.77072712e+00,-8.33969094e-04,7.19671139e-03,1.47106042e-03,4.30662553e+00,7.50851142e-04
0.139474,1.15655184e+03,-2.01813378e+00,-6.56716764e+00,-2.73502745e+00,-9.46668014e-04,7.40430546e-03,1.41152475e-03,4.32561711e+00,7.22186212e-04
0.141114,1.15698174e+03,-2.00229614e+00,-6.44400255e+00,-2.65218777e+00,-5.77112488e-04,7.47292286e-03,1.76591019e-03,4.34560803e+00,6.93747988e-04
0.142755,1.15713107e+03,-1.84386022e+00,-6.52976605e+00,-2.67986535e+00,-4.73274447e-05,7.16906128e-03,1.57541947e-03,4.36647326e+00,6.65891276e-04
0.144396,1.15699635e+03,-1.80623403e+00,-6.55509322e+00,-2.74157544e+00,7.29621408e-05,6.78430035e-03,1.13538423e-03,4.38768098e+00,6.38186817e-04
0.146037,1.15657436e+03,-2.02704168e+00,-6.30302767e+00,-2.73802070e+00,-4.19212002e-04,6.66277416e-03,9.25174311e-04,4.40918272e+00,6.10837666e-04
0.147678,1.15586245e+03,-2.07316324e+00,-6.15943748e+00,-2.75449788e+00,-3.32195266e-04,6.76202925e-03,7.38385921e-04,4.43098597e+00,5.83976993e-04
0.149319,1.15485836e+03,-2.14002060e+00,-6.03523119e+00,-2.74851377e+00,-3.50783767e-04,6.63743970e-03,7.37173071e-04,4.45354585e+00,5.57612744e-04
0.150960,1.15356016e+03,-2.09960433e+00,-6.02878386e+00,-2.83749008e+00,-1.12256630e-04,6.50211144e-03,2.76225303e-04,4.47661534e+00,5.32209285e-04
0.152601,1.15196593e+03,-1.97350682e+00,-6.04616688e+00,-2.82896363e+00,4.66854581e-04,6.44821332e-03,5.33693161e-04,4.50063658e+00,5.07883820e-04
0.154241,1.15007405e+03,-2.01842354e+00,-6.09466937e+00,-2.77923304e+00,2.28692858e-04,5.62968036e-03,8.80913946e-04,4.52518634e+00,4.83205177e-04
