seed,dt,q_scale,F_rel_fro,F_max_abs,P_rel_fro,P_max_abs,P_trace_rel,mean_pos_diff_m,mean_vel_diff_m_s
14,2.0,0.0,2.6102978463260423e-08,7.080933473013894e-08,9.041465070250167e-08,1.242417993668146e-12,7.878477049699337e-14,0.0,2.1684043449710089e-16
14,2.0,0.01,2.6102978463260423e-08,7.080933473013894e-08,7.036349472179318e-08,1.242417993668146e-12,6.151177048065929e-14,0.0,2.1684043449710089e-16
14,2.0,0.1,2.6102978463260423e-08,7.080933473013894e-08,2.3486440257266707e-08,1.242417993668146e-12,2.0463912028012263e-14,0.0,2.1684043449710089e-16
14,2.0,1.0,2.6102978463260423e-08,7.080933473013894e-08,3.0652637248409362e-09,1.242417993668146e-12,2.6532715583674065e-15,0.0,2.1684043449710089e-16
14,5.0,0.0,3.076052565118146e-08,1.7702333683438236e-07,2.260345173649784e-07,3.10604498519467e-12,9.46180814672882e-14,0.0,8.673617379884035e-16
14,5.0,0.01,3.076052565118146e-08,1.7702333683438236e-07,1.7590745930761909e-07,3.10604498519467e-12,7.373344339832424e-14,0.0,8.673617379884035e-16
14,5.0,0.1,3.076052565118146e-08,1.7702333683438236e-07,5.871595835678453e-08,3.10604498519467e-12,2.4610135195435404e-14,0.0,8.673617379884035e-16
14,5.0,1.0,3.076052565118146e-08,1.7702333683438236e-07,7.663156896184728e-09,3.10604498519467e-12,3.4911456827610443e-15,0.0,8.673617379884035e-16
14,10.0,0.0,3.1651536330502894e-08,3.5404667368683474e-07,4.520539666431076e-07,6.212089972437943e-12,1.6181083548912186e-13,0.0,0.0
14,10.0,0.01,3.1651536330502894e-08,3.5404667368683474e-07,3.5180579265719477e-07,6.212089972437943e-12,1.258244601460159e-13,0.0,0.0
14,10.0,0.1,3.1651536330502894e-08,3.5404667368683474e-07,1.1743089996513157e-07,6.212089972437943e-12,4.19973670960938e-14,0.0,0.0
14,10.0,1.0,3.1651536330502894e-08,3.5404667368683474e-07,1.5326296479926244e-08,6.212089972437943e-12,5.446181111113968e-15,0.0,0.0
15,2.0,0.0,1.8457489171671836e-07,6.159240179283584e-07,6.393848606480702e-07,1.0806980265440353e-11,4.736097559772869e-13,0.0,0.0
15,2.0,0.01,1.8457489171671836e-07,6.159240179283584e-07,4.975891950902035e-07,1.0806980265440353e-11,3.6887025881039296e-13,0.0,0.0
15,2.0,0.1,1.8457489171671836e-07,6.159240179283584e-07,1.66088949239372e-07,1.0806980265440353e-11,1.230509742860494e-13,0.0,0.0
15,2.0,1.0,1.8457489171671836e-07,6.159240179283584e-07,2.167661108383252e-08,1.0806980265440353e-11,1.6059275221696825e-14,0.0,0.0
15,5.0,0.0,2.1752350636985822e-07,1.539810044857036e-06,1.598447232860477e-06,2.7017450664234978e-11,2.561511000030392e-12,0.0,1.9873754096201568e-15
15,5.0,0.01,2.1752350636985822e-07,1.539810044857036e-06,1.2439639522681297e-06,2.7017450664234978e-11,1.9934076857765078e-12,0.0,1.9873754096201568e-15
15,5.0,0.1,2.1752350636985822e-07,1.539810044857036e-06,4.1522136642989756e-07,2.7017450664234978e-11,6.652761546840396e-13,0.0,1.9873754096201568e-15
15,5.0,1.0,2.1752350636985822e-07,1.539810044857036e-06,5.419151056458807e-08,2.7017450664234978e-11,8.699935041438367e-14,0.0,1.9873754096201568e-15
15,10.0,0.0,2.23829826501118e-07,3.079620089786352e-06,3.196787906696563e-06,5.40349013158858e-11,1.0014764820218624e-11,0.0,0.0
15,10.0,0.01,2.23829826501118e-07,3.079620089786352e-06,2.487863366918456e-06,5.40349013158858e-11,7.793903661733598e-12,0.0,0.0
15,10.0,0.1,2.23829826501118e-07,3.079620089786352e-06,8.304355421898134e-07,5.40349013158858e-11,2.6012955179800248e-12,0.0,0.0
15,10.0,1.0,2.23829826501118e-07,3.079620089786352e-06,1.0838289863116205e-07,5.40349013158858e-11,3.396182682619499e-13,0.0,0.0
16,2.0,0.0,1.428382173901518e-07,5.298382373465252e-07,4.948023674249461e-07,9.296522311823647e-12,2.613285688052194e-13,0.0,3.469446951953614e-15
16,2.0,0.01,1.428382173901518e-07,5.298382373465252e-07,3.8507059971065826e-07,9.296522311823647e-12,2.0336953432520554e-13,0.0,3.469446951953614e-15
16,2.0,0.1,1.428382173901518e-07,5.298382373465252e-07,1.2853167215037723e-07,9.296522311823647e-12,6.781178691634311e-14,0.0,3.469446951953614e-15
16,2.0,1.0,1.428382173901518e-07,5.298382373465252e-07,1.6774933443301242e-08,9.296522311823647e-12,8.937335775553175e-15,0.0,3.469446951953614e-15
16,5.0,0.0,1.6833555449186568e-07,1.3245955937999938e-06,1.2369943737487619e-06,2.3241305780242274e-11,1.4227469882613526e-12,0.0,3.878959614448864e-15
16,5.0,0.01,1.6833555449186568e-07,1.3245955937999938e-06,9.626695072985507e-07,2.3241305780242274e-11,1.1070034640609106e-12,0.0,3.878959614448864e-15
16,5.0,0.1,1.6833555449186568e-07,1.3245955937999938e-06,3.2132840144730757e-07,2.3241305780242274e-11,3.6968703087016044e-13,0.0,3.878959614448864e-15
16,5.0,1.0,1.6833555449186568e-07,1.3245955937999938e-06,4.193732035384324e-08,2.3241305780242274e-11,4.8317456249406005e-14,0.0,3.878959614448864e-15
16,10.0,0.0,1.7321576019058126e-07,2.6491911875999876e-06,2.4739062847383346e-06,4.648261156394764e-11,5.5632290192647e-12,0.0,3.878959614448864e-15
16,10.0,0.01,1.7321576019058126e-07,2.6491911875999876e-06,1.9252890709684686e-06,4.648261156394764e-11,4.3297238594264364e-12,0.0,3.878959614448864e-15
16,10.0,0.1,1.7321576019058126e-07,2.6491911875999876e-06,6.426512383170354e-07,4.648261156394764e-11,1.4447629279300087e-12,0.0,3.878959614448864e-15
16,10.0,1.0,1.7321576019058126e-07,2.6491911875999876e-06,8.387454592079781e-08,4.648261156394764e-11,1.885216538461452e-13,0.0,3.878959614448864e-15
17,2.0,0.0,7.423994719592447e-08,2.2263229689056016e-07,2.571740690525676e-07,3.906298130562467e-12,6.320804299676038e-14,0.0,2.1684043449710089e-16
17,2.0,0.01,7.423994719592447e-08,2.2263229689056016e-07,2.0014086334199056e-07,3.906298130562467e-12,4.928956201381185e-14,0.0,2.1684043449710089e-16
17,2.0,0.1,7.423994719592447e-08,2.2263229689056016e-07,6.680447650454445e-08,3.906298130562467e-12,1.6451380257813072e-14,0.0,2.1684043449710089e-16
17,2.0,1.0,7.423994719592447e-08,2.2263229689056016e-07,8.718789916365353e-09,3.906298130562467e-12,2.094688072395309e-15,0.0,2.1684043449710089e-16
17,5.0,0.0,8.749272579455241e-08,5.565807422264004e-07,6.429291717267594e-07,9.765745319479966e-12,2.5604811433767783e-13,0.0,2.1684043449710089e-16
17,5.0,0.01,8.749272579455241e-08,5.565807422264004e-07,5.003485238965816e-07,9.765745319479966e-12,1.993608048403774e-13,0.0,2.1684043449710089e-16
17,5.0,0.1,8.749272579455241e-08,5.565807422264004e-07,1.67010786288644e-07,9.765745319479966e-12,6.674161664412037e-14,0.0,2.1684043449710089e-16
17,5.0,1.0,8.749272579455241e-08,5.565807422264004e-07,2.179696788577118e-08,9.765745319479966e-12,8.937332947867882e-15,0.0,2.1684043449710089e-16
17,10.0,0.0,9.002909327137984e-08,1.1131614844528008e-06,1.2858154837791422e-06,1.9531490645886123e-11,9.371383312287744e-13,0.0,2.4628339063450874e-15
17,10.0,0.01,9.002909327137984e-08,1.1131614844528008e-06,1.0006710898735475e-06,1.9531490645886123e-11,7.293010110344116e-13,0.0,2.4628339063450874e-15
17,10.0,0.1,9.002909327137984e-08,1.1131614844528008e-06,3.340186804930063e-07,1.9531490645886123e-11,2.435579792416612e-13,0.0,2.4628339063450874e-15
17,10.0,1.0,9.002909327137984e-08,1.1131614844528008e-06,4.3593886520419435e-08,1.9531490645886123e-11,3.183921264958363e-14,0.0,2.4628339063450874e-15
18,2.0,0.0,1.0410912362787097e-07,2.4966543347583943e-07,3.606437572607225e-07,4.380620550779204e-12,1.9065399527120411e-13,0.0,0.0
18,2.0,0.01,1.0410912362787097e-07,2.4966543347583943e-07,2.806641945005542e-07,4.380620550779204e-12,1.484697782610657e-13,0.0,0.0
18,2.0,0.1,1.0410912362787097e-07,2.4966543347583943e-07,9.368214103855435e-08,4.380620550779204e-12,4.96216428914468e-14,0.0,0.0
18,2.0,1.0,1.0410912362787097e-07,2.4966543347583943e-07,1.2226649311067122e-08,4.380620550779204e-12,6.2840642171858356e-15,0.0,0.0
18,5.0,0.0,1.2269370776027168e-07,6.241635835450383e-07,9.016009781537262e-07,1.0951551377874659e-11,7.893851368098365e-13,0.0,0.0
18,5.0,0.01,1.2269370776027168e-07,6.241635835450383e-07,7.016553897401301e-07,1.0951551377874659e-11,6.141114239543549e-13,0.0,0.0
18,5.0,0.1,1.2269370776027168e-07,6.241635835450383e-07,2.3420478476018317e-07,1.0951551377874659e-11,2.0517362711826651e-13,0.0,0.0
18,5.0,1.0,1.2269370776027168e-07,6.241635835450383e-07,3.056661360356347e-08,1.0951551377874659e-11,2.6672353016290985e-14,0.0,0.0
18,10.0,0.0,1.2625078096875408e-07,1.2483271670900766e-06,1.80314185158721e-06,2.190310275921242e-11,2.9304882019526654e-12,0.0,3.469446951953614e-15
18,10.0,0.01,1.2625078096875408e-07,1.2483271670900766e-06,1.4032743769161097e-06,2.190310275921242e-11,2.2806685188301715e-12,0.0,3.469446951953614e-15
18,10.0,0.1,1.2625078096875408e-07,1.2483271670900766e-06,4.684055135520422e-07,2.190310275921242e-11,7.613025907962825e-13,0.0,3.469446951953614e-15
18,10.0,1.0,1.2625078096875408e-07,1.2483271670900766e-06,6.113315810120853e-08,2.190310275921242e-11,9.942771669515817e-14,0.0,3.469446951953614e-15
19,2.0,0.0,8.990084643383539e-08,3.34012753853485e-07,3.1142261905405885e-07,5.86057554618843e-12,1.3903194793583299e-13,0.0,1.0842021724855044e-16
19,2.0,0.01,8.990084643383539e-08,3.34012753853485e-07,2.423587730727415e-07,5.86057554618843e-12,1.083969636157318e-13,0.0,1.0842021724855044e-16
19,2.0,0.1,8.990084643383539e-08,3.34012753853485e-07,8.089627820653075e-08,5.86057554618843e-12,3.624653699079041e-14,0.0,1.0842021724855044e-16
19,2.0,1.0,8.990084643383539e-08,3.34012753853485e-07,1.0557940000482081e-08,5.86057554618843e-12,4.747959630762683e-15,0.0,1.0842021724855044e-16
19,5.0,0.0,1.0594831360562264e-07,8.350318846156426e-07,7.785492815113086e-07,1.4651438866885565e-11,4.743777281719261e-13,0.0,7.152448122690996e-15
19,5.0,0.01,1.0594831360562264e-07,8.350318846156426e-07,6.058925320478737e-07,1.4651438866885565e-11,3.692683048449245e-13,0.0,7.152448122690996e-15
19,5.0,0.1,1.0594831360562264e-07,8.350318846156426e-07,2.0224020527871835e-07,1.4651438866885565e-11,1.233181774466383e-13,0.0,7.152448122690996e-15
19,5.0,1.0,1.0594831360562264e-07,8.350318846156426e-07,2.639484166042666e-08,1.4651438866885565e-11,1.6059270140699882e-14,0.0,7.152448122690996e-15
19,10.0,0.0,1.0901993983924618e-07,1.6700637692312852e-06,1.5570466614577513e-06,2.930287773723425e-11,1.6753922226544519e-12,0.0,1.734723475976807e-15
19,10.0,0.01,1.0901993983924618e-07,1.6700637692312852e-06,1.2117536297868466e-06,2.930287773723425e-11,1.3037257359328127e-12,0.0,1.734723475976807e-15
19,10.0,0.1,1.0901993983924618e-07,1.6700637692312852e-06,4.044769081470927e-07,2.930287773723425e-11,4.350873731316962e-13,0.0,1.734723475976807e-15
19,10.0,1.0,1.0901993983924618e-07,1.6700637692312852e-06,5.2789623645809855e-08,2.930287773723425e-11,5.683578749289424e-14,0.0,1.734723475976807e-15
20,2.0,0.0,7.595414263328164e-07,1.7137722780467706e-06,2.6311266329901232e-06,3.006978563396446e-11,3.5431262064495086e-12,0.0,8.673617379884035e-16
20,2.0,0.01,7.595414263328164e-07,1.7137722780467706e-06,2.047624621845003e-06,3.006978563396446e-11,2.7576107397806493e-12,0.0,8.673617379884035e-16
20,2.0,0.1,7.595414263328164e-07,1.7137722780467706e-06,6.83471074608197e-07,3.006978563396446e-11,9.203410370199338e-13,0.0,8.673617379884035e-16
20,2.0,1.0,7.595414263328164e-07,1.7137722780467706e-06,8.920121861927054e-08,3.006978563396446e-11,1.1995580361242728e-13,0.0,8.673617379884035e-16
20,5.0,0.0,8.951276646283809e-07,4.2844306951530666e-06,6.5777551892157985e-06,7.517446407861905e-11,2.1747998205666333e-11,0.0,9.69739903612216e-16
20,5.0,0.01,8.951276646283809e-07,4.2844306951530666e-06,5.119024372107362e-06,7.517446407861905e-11,1.6924830697603217e-11,0.0,9.69739903612216e-16
20,5.0,0.1,8.951276646283809e-07,4.2844306951530666e-06,1.7086735438026346e-06,7.517446407861905e-11,5.6490960330543396e-12,0.0,9.69739903612216e-16
20,5.0,1.0,8.951276646283809e-07,4.2844306951530666e-06,2.230029759719465e-07,7.517446407861905e-11,7.374696140234419e-13,0.0,9.69739903612216e-16
20,10.0,0.0,9.210786873229842e-07,8.568861390197713e-06,1.3155071878224794e-05,1.5034892816918817e-10,8.676562174013629e-11,0.0,8.940560153363745e-16
20,10.0,0.01,9.210786873229842e-07,8.568861390197713e-06,1.0237783167107445e-05,1.5034892816918817e-10,6.75226546535409e-11,0.0,8.940560153363745e-16
20,10.0,0.1,9.210786873229842e-07,8.568861390197713e-06,3.4173174982247657e-06,1.5034892816918817e-10,2.2537606175196616e-11,0.0,8.940560153363745e-16
20,10.0,1.0,9.210786873229842e-07,8.568861390197713e-06,4.460054479766101e-07,1.5034892816918817e-10,2.941496382631724e-12,0.0,8.940560153363745e-16
21,2.0,0.0,6.631208168974504e-07,1.8244635106658967e-06,2.297116584779762e-06,3.201196994703589e-11,3.1951601367531077e-13,0.0,8.673882073641208e-16
21,2.0,0.01,6.631208168974504e-07,1.8244635106658967e-06,1.7876876085216357e-06,3.201196994703589e-11,2.486518148703839e-13,0.0,8.673882073641208e-16
21,2.0,0.1,6.631208168974504e-07,1.8244635106658967e-06,5.96707403215627e-07,3.201196994703589e-11,8.292565658363413e-14,0.0,8.673882073641208e-16
21,2.0,1.0,6.631208168974504e-07,1.8244635106658967e-06,7.787751304105285e-08,3.201196994703589e-11,1.0752732104954732e-14,0.0,8.673882073641208e-16
21,5.0,0.0,7.814950176476533e-07,4.561158776664741e-06,5.742737862817669e-06,8.002992486412665e-11,1.5975651576185655e-12,0.0,3.469457291695864e-15
21,5.0,0.01,7.814950176476533e-07,4.561158776664741e-06,4.469186559382265e-06,8.002992486412665e-11,1.2434504067436375e-12,0.0,3.469457291695864e-15
21,5.0,0.1,7.814950176476533e-07,4.561158776664741e-06,1.4917648913730071e-06,8.002992486412665e-11,4.150285299388225e-13,0.0,3.469457291695864e-15
21,5.0,1.0,7.814950176476533e-07,4.561158776664741e-06,1.94693721005716e-07,8.002992486412665e-11,5.446187265082165e-14,0.0,3.469457291695864e-15
21,10.0,0.0,8.041516384369679e-07,9.122317552751242e-06,1.1485092889505618e-05,1.6005984971983906e-10,6.153059762406532e-12,0.0,8.675271583367046e-16
21,10.0,0.01,8.041516384369679e-07,9.122317552751242e-06,8.938141254408294e-06,1.6005984971983906e-10,4.788341993246809e-12,0.0,8.675271583367046e-16
21,10.0,0.1,8.041516384369679e-07,9.122317552751242e-06,2.983503949307948e-06,1.6005984971983906e-10,1.5981736922307279e-12,0.0,8.675271583367046e-16
21,10.0,1.0,8.041516384369679e-07,9.122317552751242e-06,3.8938700198249665e-07,1.6005984971983906e-10,2.087702759221926e-13,0.0,8.675271583367046e-16
22,2.0,0.0,2.2646772932165212e-07,7.997749907740317e-07,7.845058754523457e-07,1.4032822702302037e-11,6.763646800498856e-13,0.0,8.673617379884035e-16
22,2.0,0.01,2.2646772932165212e-07,7.997749907740317e-07,6.105268847220718e-07,1.4032822702302037e-11,5.26156056293182e-13,0.0,8.673617379884035e-16
22,2.0,0.1,2.2646772932165212e-07,7.997749907740317e-07,2.0378611466334817e-07,1.4032822702302037e-11,1.7588264259362585e-13,0.0,8.673617379884035e-16
22,2.0,1.0,2.2646772932165212e-07,7.997749907740317e-07,2.6596545839279976e-08,1.4032822702302037e-11,2.304156879634726e-14,0.0,8.673617379884035e-16
22,5.0,0.0,2.668947856198612e-07,1.9994374767905188e-06,1.9612463830435343e-06,3.5082056746292424e-11,3.826432453748428e-12,0.0,1.734723475976807e-15
22,5.0,0.01,2.668947856198612e-07,1.9994374767905188e-06,1.5263061250126877e-06,3.5082056746292424e-11,2.977989590273442e-12,0.0,1.734723475976807e-15
22,5.0,0.1,2.668947856198612e-07,1.9994374767905188e-06,5.09464051320226e-07,3.5082056746292424e-11,9.941692114521113e-13,0.0,1.734723475976807e-15
22,5.0,1.0,2.668947856198612e-07,1.9994374767905188e-06,6.649134353750341e-08,3.5082056746292424e-11,1.298706193986661e-13,0.0,1.734723475976807e-15
22,10.0,0.0,2.746324054366444e-07,3.998874953870158e-06,3.922362022660432e-06,7.016411350112086e-11,1.507042015243662e-11,0.0,0.0
22,10.0,0.01,2.746324054366444e-07,3.998874953870158e-06,3.052533065318953e-06,7.016411350112086e-11,1.1728121972729797e-11,0.0,0.0
22,10.0,0.1,2.746324054366444e-07,3.998874953870158e-06,1.0189192802426133e-06,7.016411350112086e-11,3.914448862383458e-12,0.0,0.0
22,10.0,1.0,2.746324054366444e-07,3.998874953870158e-06,1.329825368176433e-07,7.016411350112086e-11,5.10963504757399e-13,0.0,0.0
23,2.0,0.0,6.464168692793496e-07,1.8607359039596283e-06,2.239252533072299e-06,3.2648404029757785e-11,7.135685994361845e-13,0.0,0.0
23,2.0,0.01,6.464168692793496e-07,1.8607359039596283e-06,1.7426560028554786e-06,3.2648404029757785e-11,5.556095750484112e-13,0.0,0.0
23,2.0,0.1,6.464168692793496e-07,1.8607359039596283e-06,5.816764255710235e-07,3.2648404029757785e-11,1.853789677820795e-13,0.0,0.0
23,2.0,1.0,6.464168692793496e-07,1.8607359039596283e-06,7.591578916897294e-08,3.2648404029757785e-11,2.4158735768274156e-14,0.0,0.0
23,5.0,0.0,7.618092061097181e-07,4.651839759320829e-06,5.59807908348575e-06,8.162101006511444e-11,4.8624682621450315e-12,0.0,0.0
23,5.0,0.01,7.618092061097181e-07,4.651839759320829e-06,4.356608362765901e-06,8.162101006511444e-11,3.7844491270493464e-12,0.0,0.0
23,5.0,0.1,7.618092061097181e-07,4.651839759320829e-06,1.454187538313986e-06,8.162101006511444e-11,1.2630081882714857e-12,0.0,0.0
23,5.0,1.0,7.618092061097181e-07,4.651839759320829e-06,1.897894128705534e-07,8.162101006511444e-11,1.6478207622553072e-13,0.0,0.0
23,10.0,0.0,7.838951251330166e-07,9.30367951893078e-06,1.1195784974651683e-05,1.632420201353018e-10,1.9676429294365624e-11,0.0,1.734723475976807e-15
23,10.0,0.01,7.838951251330166e-07,9.30367951893078e-06,8.712990702030363e-06,1.632420201353018e-10,1.53127165785719e-11,0.0,1.734723475976807e-15
23,10.0,0.1,7.838951251330166e-07,9.30367951893078e-06,2.9083498940289555e-06,1.632420201353018e-10,5.111106324758414e-12,0.0,1.734723475976807e-15
23,10.0,1.0,7.838951251330166e-07,9.30367951893078e-06,3.7957839680964933e-07,1.632420201353018e-10,6.669477175943882e-13,0.0,1.734723475976807e-15
24,2.0,0.0,4.206104387891205e-07,8.991702239459387e-07,1.4570354922919873e-06,1.5776807819289265e-11,3.0574155217142217e-13,0.0,5.421010862427522e-17
24,2.0,0.01,4.206104387891205e-07,8.991702239459387e-07,1.1339103604894935e-06,1.5776807819289265e-11,2.3783215491890094e-13,0.0,5.421010862427522e-17
24,2.0,0.1,4.206104387891205e-07,8.991702239459387e-07,3.784848669628893e-07,1.5776807819289265e-11,7.944812904977018e-14,0.0,5.421010862427522e-17
24,2.0,1.0,4.206104387891205e-07,8.991702239459387e-07,4.939684006579737e-08,1.5776807819289265e-11,1.0054502747494903e-14,0.0,5.421010862427522e-17
24,5.0,0.0,4.956940340108301e-07,2.2479255595757264e-06,3.642554733420184e-06,3.944201955007647e-11,1.5083538238075752e-12,0.0,3.576634909076343e-15
24,5.0,0.01,4.956940340108301e-07,2.2479255595757264e-06,2.834755310933885e-06,3.944201955007647e-11,1.173924578409003e-12,0.0,3.576634909076343e-15
24,5.0,0.1,4.956940340108301e-07,2.2479255595757264e-06,9.462098733453504e-07,3.944201955007647e-11,3.9162215136591923e-13,0.0,3.576634909076343e-15
24,5.0,1.0,4.956940340108301e-07,2.2479255595757264e-06,1.2349206108709316e-07,3.944201955007647e-11,5.138966445015827e-14,0.0,3.576634909076343e-15
24,10.0,0.0,5.100649236552083e-07,4.495851119151453e-06,7.284866639901868e-06,7.888403909322673e-11,5.8013754348264794e-12,0.0,5.421010862427522e-17
24,10.0,0.01,5.100649236552083e-07,4.495851119151453e-06,5.669363553740366e-06,7.888403909322673e-11,4.514653758030481e-12,0.0,5.421010862427522e-17
24,10.0,0.1,5.100649236552083e-07,4.495851119151453e-06,1.892403360878813e-06,7.888403909322673e-11,1.507090230621001e-12,0.0,5.421010862427522e-17
24,10.0,1.0,5.100649236552083e-07,4.495851119151453e-06,2.469838430715384e-07,7.888403909322673e-11,1.9662110267687577e-13,0.0,5.421010862427522e-17
25,2.0,0.0,8.650235178218299e-08,2.8081235142389075e-07,2.996518337872086e-07,4.927123236823964e-12,1.219104210141042e-13,0.0,0.0
25,2.0,0.01,8.650235178218299e-08,2.8081235142389075e-07,2.3319838169191787e-07,4.927123236823964e-12,9.497257070953139e-14,0.0,0.0
25,2.0,0.1,8.650235178218299e-08,2.8081235142389075e-07,7.783865598708947e-08,4.927123236823964e-12,3.1699000984565706e-14,0.0,0.0
25,2.0,1.0,8.650235178218299e-08,2.8081235142389075e-07,1.015888342269264e-08,4.927123236823964e-12,4.049730273297582e-15,0.0,0.0
25,5.0,0.0,1.019439820396475e-07,7.020308785597269e-07,7.491225920448287e-07,1.2317808085133717e-11,3.658565816728719e-13,0.0,0.0
25,5.0,0.01,1.019439820396475e-07,7.020308785597269e-07,5.829917191975764e-07,1.2317808085133717e-11,2.847152800784663e-13,0.0,0.0
25,5.0,0.1,1.019439820396475e-07,7.020308785597269e-07,1.9459616801647212e-07,1.2317808085133717e-11,9.496302167799549e-14,0.0,0.0
25,5.0,1.0,1.019439820396475e-07,7.020308785597269e-07,2.539720049948484e-08,1.2317808085133717e-11,1.2568124457939011e-14,0.0,0.0
25,10.0,0.0,1.0489931060268782e-07,1.4040617574085745e-06,1.4981952460047542e-06,2.463561618226654e-11,1.2220129365851096e-12,0.0,0.0
25,10.0,0.01,1.0489931060268782e-07,1.4040617574085745e-06,1.1659531935774642e-06,2.463561618226654e-11,9.506959608114546e-13,0.0,0.0
25,10.0,0.1,1.0489931060268782e-07,1.4040617574085745e-06,3.8918896646131433e-07,2.463561618226654e-11,3.1738774560143123e-13,0.0,0.0
25,10.0,1.0,1.0489931060268782e-07,1.4040617574085745e-06,5.079434363932404e-08,2.463561618226654e-11,4.133511817665005e-14,0.0,0.0
26,2.0,0.0,1.685314249286796e-07,4.6520476360928904e-07,5.838089195523868e-07,8.162465748526543e-12,2.3236357965181974e-13,0.0,1.734723475976807e-15
26,2.0,0.01,1.685314249286796e-07,4.6520476360928904e-07,4.543382683038599e-07,8.162465748526543e-12,1.807283940505091e-13,0.0,1.734723475976807e-15
26,2.0,0.1,1.685314249286796e-07,4.6520476360928904e-07,1.5165233957329567e-07,8.162465748526543e-12,6.032172761196631e-14,0.0,1.734723475976807e-15
26,2.0,1.0,1.685314249286796e-07,4.6520476360928904e-07,1.97924594016539e-08,8.162465748526543e-12,7.680522932115887e-15,0.0,1.734723475976807e-15
26,5.0,0.0,1.986161470175809e-07,1.1630119094569032e-06,1.4595086769142491e-06,2.0406164371999516e-11,1.0510974628231291e-12,0.0,1.734723475976807e-15
26,5.0,0.01,1.986161470175809e-07,1.1630119094569032e-06,1.1358374207040027e-06,2.0406164371999516e-11,8.180805690046678e-13,0.0,1.734723475976807e-15
26,5.0,0.1,1.986161470175809e-07,1.1630119094569032e-06,3.791299297756543e-07,2.0406164371999516e-11,2.729852496401757e-13,0.0,1.734723475976807e-15
26,5.0,1.0,1.986161470175809e-07,1.1630119094569032e-06,4.9481132850752044e-08,2.0406164371999516e-11,3.5609685964154204e-14,0.0,1.734723475976807e-15
26,10.0,0.0,2.0437433930778926e-07,2.326023818624686e-06,2.91892005733436e-06,4.081232873892614e-11,3.978718618263946e-12,0.0,1.734723475976807e-15
26,10.0,0.01,2.0437433930778926e-07,2.326023818624686e-06,2.271615913708412e-06,4.081232873892614e-11,3.0965239355323446e-12,0.0,1.734723475976807e-15
26,10.0,0.1,2.0437433930778926e-07,2.326023818624686e-06,7.582532939833138e-07,4.081232873892614e-11,1.0334829794559146e-12,0.0,1.734723475976807e-15
26,10.0,1.0,2.0437433930778926e-07,2.326023818624686e-06,9.896215386184411e-08,4.081232873892614e-11,1.347580710825639e-13,0.0,1.734723475976807e-15
27,2.0,0.0,4.367792928486301e-07,1.2203546070863514e-06,1.5130457315815012e-06,2.1412297247497174e-11,1.9799179252140998e-13,0.0,1.734723475976807e-15
27,2.0,0.01,4.367792928486301e-07,1.2203546070863514e-06,1.1774992716460642e-06,2.1412297247497174e-11,1.5428033638345422e-13,0.0,1.734723475976807e-15
27,2.0,0.1,4.367792928486301e-07,1.2203546070863514e-06,3.9303429151669674e-07,2.1412297247497174e-11,5.136040665840044e-14,0.0,1.734723475976807e-15
27,2.0,1.0,4.367792928486301e-07,1.2203546070863514e-06,5.129571545150028e-08,2.1412297247497174e-11,6.70300183166264e-15,0.0,1.734723475976807e-15
27,5.0,0.0,5.147490667285644e-07,3.0508865181495592e-06,3.7825790248865396e-06,5.3530743121157646e-11,1.6334814090606675e-12,0.0,0.0
27,5.0,0.01,5.147490667285644e-07,3.0508865181495592e-06,2.9437267974334653e-06,5.3530743121157646e-11,1.2713008107023442e-12,0.0,0.0
27,5.0,0.1,5.147490667285644e-07,3.0508865181495592e-06,9.82583346591386e-07,5.3530743121157646e-11,4.241235799097541e-13,0.0,0.0
27,5.0,1.0,5.147490667285644e-07,3.0508865181495592e-06,1.2823924805554854e-07,5.3530743121157646e-11,5.529974761481186e-14,0.0,0.0
27,10.0,0.0,5.296723352418293e-07,6.10177303658824e-06,7.5649058886495205e-06,1.0706148625085129e-10,6.7578229343211005e-12,0.0,1.734723475976807e-15
27,10.0,0.01,5.296723352418293e-07,6.10177303658824e-06,5.887300873659976e-06,1.0706148625085129e-10,5.258981575219196e-12,0.0,1.734723475976807e-15
27,10.0,0.1,5.296723352418293e-07,6.10177303658824e-06,1.9651496776608925e-06,1.0706148625085129e-10,1.7555969441583542e-12,0.0,1.734723475976807e-15
27,10.0,1.0,5.296723352418293e-07,6.10177303658824e-06,2.5647820630375537e-07,1.0706148625085129e-10,2.291585436732937e-13,0.0,1.734723475976807e-15
28,2.0,0.0,2.5580407893439426e-08,7.105383526921071e-08,8.861127815438323e-08,1.2467079920387211e-12,2.89649891533078e-14,0.0,4.3368086899420177e-16
28,2.0,0.01,2.5580407893439426e-08,7.105383526921071e-08,6.896005408706079e-08,1.2467079920387211e-12,2.244077620141402e-14,0.0,4.3368086899420177e-16
28,2.0,0.1,2.5580407893439426e-08,7.105383526921071e-08,2.3017989610342052e-08,1.2467079920387211e-12,7.623810363377213e-15,0.0,4.3368086899420177e-16
28,2.0,1.0,2.5580407893439426e-08,7.105383526921071e-08,3.004125265407895e-09,1.2467079920387211e-12,9.775211004511515e-16,0.0,4.3368086899420177e-16
28,5.0,0.0,3.0146236797036947e-08,1.7763458818206182e-07,2.2152612751453806e-07,3.1167699789566814e-12,4.1966659263044014e-14,0.0,0.0
