seed,dt,q_scale,F_rel_fro,F_max_abs,P_rel_fro,P_max_abs,P_trace_rel,mean_pos_diff_m,mean_vel_diff_m_s
7,10.0,1.0,8.94691878842926e-07,9.024918235633732e-06,4.332284821747891e-07,1.5835088486682205e-10,1.5571888607406075e-12,0.0,2.1684043449710089e-16
8,2.0,0.0,7.741776083119699e-07,2.71723907311443e-06,2.681827357687219e-06,4.767657727298045e-11,6.251803258754532e-12,0.0,8.673617379884035e-16
8,2.0,0.01,7.741776083119699e-07,2.71723907311443e-06,2.0870815035191243e-06,4.767657727298045e-11,4.8650400619648344e-12,0.0,8.673617379884035e-16
8,2.0,0.1,7.741776083119699e-07,2.71723907311443e-06,6.966412802347994e-07,4.767657727298045e-11,1.6240053584519146e-12,0.0,8.673617379884035e-16
8,2.0,1.0,7.741776083119699e-07,2.71723907311443e-06,9.092008930010838e-08,4.767657727298045e-11,2.1184278705480422e-13,0.0,8.673617379884035e-16
8,5.0,0.0,9.123766530567272e-07,6.793097682858356e-06,6.704505818736388e-06,1.1919144317679323e-10,3.867420748847024e-11,0.0,0.0
8,5.0,0.01,9.123766530567272e-07,6.793097682858356e-06,5.217665860386094e-06,1.1919144317679323e-10,3.009666919969047e-11,0.0,0.0
8,5.0,0.1,9.123766530567272e-07,6.793097682858356e-06,1.7415989782185657e-06,1.1919144317679323e-10,1.0045616435206049e-11,0.0,0.0
8,5.0,1.0,9.123766530567272e-07,6.793097682858356e-06,2.2730015133700354e-07,1.1919144317679323e-10,1.3112743184408214e-12,0.0,0.0
8,10.0,0.0,9.388277318617499e-07,1.3586195365572151e-05,1.3408564689253256e-05,2.3838288635105e-10,1.5447322251571883e-10,0.0,8.673617379884035e-16
8,10.0,0.01,9.388277318617499e-07,1.3586195365572151e-05,1.0435061027158422e-05,2.3838288635105e-10,1.202144523332226e-10,0.0,8.673617379884035e-16
8,10.0,0.1,9.388277318617499e-07,1.3586195365572151e-05,3.483167797109477e-06,2.3838288635105e-10,4.012500676735825e-11,0.0,8.673617379884035e-16
8,10.0,1.0,9.388277318617499e-07,1.3586195365572151e-05,4.545997890232434e-07,2.3838288635105e-10,5.236712606772832e-12,0.0,8.673617379884035e-16
